text,intent,escalate,escalate_reason
@VirginTrains is the 21:03 train from Euston to Birmingham International still running/ running on time?,timetable_platform,0,none
On 6.55 @VirginTrains #Euston to #Manchester @79748 #pension #trustee meeting.  Empty train. Result - but why peak fare Virgin for empty train? #ripoff ? https://t.co/aEpjOGlW3M,fare_ticketing,0,none
"@120576 @VirginTrains Delayed again, no trolley service again, What’s going on...#leedstolondon #alwaysanissue",delay_claim,1,legal_safety
".@VirginTrains I have just been viciously attacked by the voice of Will Ferrell in your trains, movie adverts in the toilets of trains?! 2017 for ya",complaint_service,0,none
@VirginTrains &lt;hear them somewhere else in the carriage - maybe a speaker is bust? Ironic because this is the Accessibility area... I’m in Seat D63,accessibility_assistance,0,none
Best train journey EVER from @VirginTrains when I was travelling to York today. Got to watch the polar express for free with brilliant onboard WiFi and amazing customer service 👏🏼👏🏼👏🏼  - very happy customer!! @127472 good job! https://t.co/nhLUnQbKpg,complaint_service,0,none
@VirginTrains what are the rules when it comes to priority seats having reservations?,accessibility_assistance,0,none
@VirginTrains Mandy in Birmingham new st ticket office and the ticket man on the 7.03 from Euston to Brum.,fare_ticketing,0,none
Why is it so hot on @VirginTrains #manishot,other_out_of_scope,0,none
"Really impressed with @VirginTrains service from Preston tonight. Late running (out of their control - unwell passenger) - going out of way to communicate, advise on connections, meanwhile hunting down poorly passenger’s luggage to return to them 👍",lost_property,0,none
"@VirginTrains I have an open off peak return to Liverpool and was planning to travel his evening, can I use this ticket for a peak train leaving first thing tomorrow morning in order to get back for work??",howto_guidance,0,none
@VirginTrains Safety reasons? Most trains don't have a train manager. It's delayed so people from 3 trains on one now. It hot and food shop is closed. 🙄🙄🙄,delay_claim,1,human_request
@VirginTrains They were advanced off peak tickets,ticket_change_refund,0,none
@VirginTrains  Why have i never recieved my refund on tickets had this problem a few times now. Really dissapointing Almost 2 months now ??,ticket_change_refund,1,money_threshold
"@VirginTrains Euston to Liverpool, leaving at 0930, first train broke down on platform. Missed connection, currently in a taxi from WGK to Warrington",timetable_platform,0,none
@VirginTrains I booked what I thought is Virgin 1st Class is due to passenger assistance,accessibility_assistance,0,none
@VirginTrains .@494454 - very frustrated with @115793 &amp; @VirginTrains please refund my ticket fees for 9.50am Euston to Brum &amp; 14.50pm to Euston,ticket_change_refund,1,money_threshold
"@127472 @VirginTrains You need to go but another ticket'

I explained that would be impossible as I don't have my wallet now.

She then said, how do we know you",howto_guidance,0,none
@120576 @VirginTrains @232537 Sorry - assumed it was you because it was your ticket office.,fare_ticketing,0,none
"@VirginTrains could you tell me when advance tickets for London-Glasgow on December 28th will be released, please?",ticket_change_refund,0,none
@VirginTrains is the 1910 London Euston to Rhyl still running. Just saw the 1810 was cancelled...,delay_claim,0,none
"@VirginTrains I just booked a journey for two people and added two railcards but when I paid it only linked one railcard and I only realised after paying, is there a way to add one now?",fare_ticketing,0,none
Says cream cheese and roasted pepper with @299081 but the seat opposite is empty @VirginTrains where is he? #disappointed #stoodup https://t.co/KbeuWq2BbE,howto_guidance,0,none
"@VirginTrains I am travelling on ur East Coast Train &amp; sun is streaming in
Lovely, but can’t see my mac screen 
Could you not fit blinds?",accessibility_assistance,0,none
@VirginTrains @VirginAtlantic A non refundable one ;-),ticket_change_refund,1,money_threshold
"@VirginTrains train delayed by 25 minutes, then a horrible employee tried to make us clear up somone elses rubbish for her, incredibly rude, awful experience... https://t.co/gChXYHmUgu",delay_claim,0,none
@VirginTrains People got on at Stoke &amp; made comments about the smell before they even sat down #disgraceful #VirginTrains,other_out_of_scope,0,none
@VirginTrains Ok. Have you written about the reasoning behind the new app? Anything at all about the upgrade?,fare_ticketing,0,none
My @121516 train is delayed from MCR meaning I’ll miss my @VirginTrains from Preston to Glasgow. Is it ok to get the next one?,delay_claim,0,none
"@VirginTrains you robbing bastards, take our money, cram us on like sardines, no seats, three hours",complaint_service,0,none
@398094 @VirginTrains On time currently. ^KM,timetable_platform,0,none
"@VirginTrains @120576 As far as I can tell, try book through the app, it's off peak, searching for GLA to carlise, preston or Lancaster on sat 16th Dec.",ticket_change_refund,0,none
@VirginTrains Hi me and @25428 are due in the 10.20am tomorrow from Euston to Manchester. We can't delay our journey so what can you recommend on how to get there? Thanks.,howto_guidance,0,none
@116421 @VirginTrains Good morning from Australia,support_access_followup,0,none
@VirginTrains will the 18:09 Wigan to Euston run on time? Also will seats be declassified? I have a seat reserved,timetable_platform,0,none
@VirginTrains Ok no problem.  Thanks.,support_access_followup,0,none
@VirginTrains hi i have an off-peak open return ticket and tried traveling today. Can I use this tomorrow?,howto_guidance,0,none
@VirginTrains @479934 Sorry to hear that Jak. Did you miss your connection because of this? ^JC,other_out_of_scope,0,none
@VirginTrains It's gone on holiday to mainland Europe,other_out_of_scope,0,none
"@VirginTrains @133684 The Costa coffee shop on the platform at Lancaster has made no attempt to remove the step at its entrance, making it inaccessible",accessibility_assistance,0,none
@VirginTrains I have an off peak single for Birmingham international to London Euston at 5pm today. Can I use it on an earlier train?,howto_guidance,0,none
@VirginTrains “Rock Star Treatment” 19.50pm is classed as Late Evening so  Dinner Service is finished. WiFi &amp; 240v  socket both broken https://t.co/ZKDIWtdF4I,complaint_service,0,none
"@VirginTrains We have not arranged assistance, who do I speak to? Thanks",accessibility_assistance,0,none
"@VirginTrains Terrible service, can we get a refund?",ticket_change_refund,1,money_threshold
On a busy @VirginTrains to Manchester &amp; so impressed to see the two minutes silence observed so respectfully by crew &amp; fellow passengers #LestWeForget https://t.co/D1ZE2mQmFh,other_out_of_scope,0,none
@VirginTrains can let you me know the onward journeys for the 15.03 Euston-Birmingham? I will check all terminating lost property offices.,lost_property,0,none
"@VirginTrains your staff at Glasgow central booking office are completely incompetent,I was given wrong and false information on 14/8/2017",other_out_of_scope,0,none
@120576 @VirginTrains I’m now on the 17.59 York to Kings cross. Supposedly direct but currently sitting for 20 minutes in Northampton with no air-con. Can you order the crew to update us?,complaint_service,0,none
@VirginTrains 8.23 from Euston to New Street currently claims to be on time - is that really true?,timetable_platform,0,none
@VirginTrains Ideally 23/12 MAN-EUS and then on to Sittingbourne. Return the same way on the 28/12. I have a 16-25 railcard as well 😊,fare_ticketing,0,none
It’s been 30 min since my train to Manchester was supposed to depart and there is still no sign of it! At least I’m not alone 😩😩😩 #delay @VirginTrains https://t.co/6oDW0UaDkZ,delay_claim,0,none
"@VirginTrains If my 10:15 train from Manchester to Euston has been cancelled and I am on an advanced ticket, am I able to travel on the next available service?",delay_claim,0,none
"I honestly will always be a bit pissed off that @VirginTrains was able to make their trains even more inaccessible by changing a trolley service to food carriage. So as a wheelchair user, it's literally impossible for me to get overly priced refreshments. #inaccessible #bastards",accessibility_assistance,0,none
@VirginTrains It’s the one and only Andrew who’s our cabin manager this evening!,support_access_followup,1,human_request
"@VirginTrains No it won't. But thanks for your ""concern"" and the £196 ticket to travel in a cattle truck.",support_access_followup,0,none
@VirginTrains @135993 Last year he renewed it at Stoke. the ticket office staff were less than impressed at somebody paying in £11k in cash in £20’s! Solution?,fare_ticketing,1,money_threshold
@VirginTrains Is it. I’ve lost count of many times I’ve been ill this year,lost_property,0,none
Onjourney home via Vicarage Rd. Replacebus late &amp;train allowed to leave as we get to platform😡If I miss @57798 goal @VirginTrains ..,timetable_platform,0,none
@VirginTrains And you still haven't answered my question: how is having a full trainload of passengers make a mad dash down the platform a few minutes before departure *safer* than allowing people to wait on the platform?,timetable_platform,0,none
@VirginTrains what's the price of an off peak return to Birmingham new street after 9:30am please,ticket_change_refund,1,money_threshold
"@VirginTrains I’m getting off at Euston. I would like some food but can’t get to the foodbar without some assistance &amp; I’ve been waiting ages, but nobody",accessibility_assistance,0,none
@VirginTrains why no advance tickets on west coast line Glasgow London on 28/12 29/12 want to book family Christmas,ticket_change_refund,0,none
It’s not enough that you’re over an hour delayed out of york @VirginTrains but then the train arrives &amp; sits on the platform for fun?Move?,timetable_platform,0,none
"@VirginTrains Thanks, I'll keep an eye on things.",support_access_followup,0,none
@497060 @VirginTrains Are u joking?! Poor person has lost their life and in such a horrific way and you’re moaning about some water which was probs less than £2?!,lost_property,0,none
It’s fair to say I’m not having a good @VirginTrains week. Major delays and disruption is not what you want to hear on a Friday night,delay_claim,0,none
@VirginTrains I wish you would make sure all seat reservations are downloaded - annoying when you have to move.,complaint_service,0,none
@VirginTrains  https://t.co/MRC6T5iDlW,support_access_followup,0,none
@VirginTrains At @213768 Sat on an empty virgin train at platform 1. Mobility assistance told me it wld be 21.03 to Wolverhampton.,accessibility_assistance,0,none
@VirginTrains I accept that it is in your t&amp;cs about not replacing lost https://t.co/YLHnkDjZnH have replaced my sis in laws before 😔,lost_property,0,none
@VirginTrains Yes very lucky we were able to sit together thanks,support_access_followup,0,none
@VirginTrains VT-051117-084,support_access_followup,0,none
@VirginTrains Please just stop being shit then I won't have to waste my time doing compensation claims. Go through my twitter history with you guys,delay_claim,1,money_threshold
@VirginTrains Hi took some unused tickets to Peterborough ticket office for refund &amp; they said must get the refund from Virgin EC website ??,fare_ticketing,1,money_threshold
"@VirginTrains @127472 Not much consolation as I'll be an hour later getting home, having left my home town at 5.38 this morning #tired #grumpy",lost_property,0,none
@VirginTrains where can I get the air con put on the train,other_out_of_scope,0,none
@VirginTrains Thank you. Perhaps having the disabled sign painted on the wall as well as the floor would help identify who should be using the space.,accessibility_assistance,0,none
@VirginTrains Ref: 2338205969. Staff at Manchester assured me i could get a refund?,ticket_change_refund,1,money_threshold
@VirginTrains my train has been cancelled and I have had to make alternative arragements to collect my 5 year old son off a flight into Liverpool can i claim compensation London Houston - Liverpool Lime Street 11.15 today,delay_claim,1,money_threshold
@VirginTrains I had an advanced ticket for the 7pm train,ticket_change_refund,0,none
"@VirginTrains @120576 Their advice was that they are only contracted to get me there, not on time or with a seat, despite pre booking.",timetable_platform,0,none
@VirginTrains what is your policy for a traveller with lost tickets when confirmation and payment card are available as proof of purchase?,lost_property,0,none
@VirginTrains Good Morning from out here in the East 👍🏻🚂,support_access_followup,0,none
@VirginTrains do you accept Two together railcards on Anytime Single fares?,fare_ticketing,0,none
@VirginTrains if I was booked on the 18:57 tonight can I travel anytime tomorrow? I need to be at work in Manchester!,fare_ticketing,0,none
Your Manchester Piccadilly customer experience staff have been absolutely awesome this morning @VirginTrains 👍🏻. Impeccable service at the platform gates. #thankyou #funny #smiley #helpful #welcoming https://t.co/VcAP169n5k,timetable_platform,0,none
"@VirginTrains Thanks, booked 🤗 if there would be any chance of any upgrades we would really appreciate it! 😘",fare_ticketing,0,none
@VirginTrains 2/2 to being sardines in a can packed together on the second train meanwhile first class is virtually empty any chance we sit in there pls??,complaint_service,0,none
@VirginTrains Thank you. Hopefully I’ll make it!!,support_access_followup,0,none
@VirginTrains Can I have a refund plz,ticket_change_refund,1,money_threshold
@120576 @VirginTrains Where is the travel centre?,howto_guidance,0,none
"@VirginTrains Thx, any ideas at all what time ? Any help appreciated.",timetable_platform,0,none
@VirginTrains Yes I know about that but how do I upload a scan of my tickets when they are on my mobile? Would a screenshot work?,howto_guidance,0,none
@VirginTrains Large bag left in the luggage rack on the 18:31 arrival at Euston. No one I reported to remotely concerned.,timetable_platform,0,none
@VirginTrains any idea when next eus departure to MKC is?,timetable_platform,0,none
"3rd week in a row getting to Euston to find out my train to Manchester is delayed, sort it out @VirginTrains 😞😞",delay_claim,0,none
@VirginTrains Mum now on train to Leeds... Could she pay for an upgrade on the 3.15pm Leeds train to London Kings Cross? How much?,fare_ticketing,0,none
"@VirginTrains I know, right? 😂",other_out_of_scope,0,none
@VirginTrains Been complaining for yrs just want better services for disabled.I hear rumours of training &amp; policy clarity but many staff still lacking,accessibility_assistance,0,none
@VirginTrains I have some complimentary tickets which I am wanting to use. I have used them in the past but I have lost the link. Can you help.,lost_property,0,none
@VirginTrains Thank you. It has been a tedious journey for all.....,support_access_followup,0,none
@VirginTrains ...everything ran out and was warm when refilled. Staff were indifferent and the place as dirty.,complaint_service,0,none
"@VirginTrains So how does it work then, you only get into the app when you have wifi connection.",howto_guidance,0,none
@VirginTrains Yes I did cause it had been cancelled on platform 3 we got moved to platform 13,delay_claim,0,none
"@VirginTrains you always helpfully announce on a train when it is late to arrive. How about also telling your passengers when they are able to claim for compensation for the delay?
Your customers often don't cause they don't know they can.",delay_claim,1,money_threshold
@VirginTrains Is that it?!!  I want to know how you are going to get her safely to London!?? No trains til after lunch so what time is first coach supply?,timetable_platform,0,none
"@VirginTrains Wowzers, strawberry trifle for afters. They're going to have to role me off this train! 😋 #tnwbbontour https://t.co/owu5Fuztrp",other_out_of_scope,0,none
Absolutely terrible customer service from staff at Wolverhampton. Ticket machine charged me but didn’t dispense tickets and was told had to just repurchase. Checked my bank and paid twice for one ticket @VirginTrains not feeling very happy today.,fare_ticketing,1,money_threshold
"@VirginTrains likely that my train tonight from EUS will be severel delayed/cancelled, assume that I will be able to use my ticket tomorrow morning?",delay_claim,0,none
"@VirginTrains Due to today, please can I reserve 2 seats from Runcorn to Euston at 6.21 tomorrow, I am travelling with a disabled passenger",accessibility_assistance,0,none
"@VirginTrains It’s all good now, just got on. The service before terminated here so wasn’t sure. Thanks 😀",support_access_followup,0,none
@VirginTrains I’ve a ticket with 16-25 railcard for this evening. Card has expired though. Can I buy new card from you at Euston?,fare_ticketing,0,none
@VirginTrains @120576 @122155 R u the same PA who works for @120576? Or is it just a coincidence that u have the same initials,other_out_of_scope,0,none
@VirginTrains @139249 @38887 Lost train ticket = Profit!,lost_property,0,none
@757314 @VirginTrains Unfortunately we can only guarantee a refund for those standing customers who have made a reservation. ^JC,ticket_change_refund,1,money_threshold
@VirginTrains service to and from NEC to London today unacceptable. How does one obtain refund?,howto_guidance,0,none
@VirginTrains Can I change my ticket and try again tomorrow? I don't fancy a three hour taxi ride to Wales...,ticket_change_refund,0,none
"@VirginTrains Ignore that, he came back and got me a coffee! How can I repay him?",howto_guidance,0,none
@VirginTrains Morning HQ 👋 so MW is the cat then 😂,support_access_followup,0,none
@VirginTrains have absolutely no idea how to deal with a crisis! #strandedyetagain #noinformation #scarycrowds #toomanypeople #noorganisation #wouldneverhappeninaschool https://t.co/DpWw5sdS35,howto_guidance,1,legal_safety
@VirginTrains Can I DM you?,support_access_followup,0,none
@VirginTrains how is a single journey only 30p cheaper than the return journey?! #doesntmakesense #evenwitharailcard,fare_ticketing,0,none
@263723 @VirginTrains @120244 @LondonMidland Give in to the corporate greed.,other_out_of_scope,0,none
@VirginTrains 13:49 train from Carlisle to London Euston. Every single seat is reserved but no one sat in seats! Nearly had to sit on floor,complaint_service,0,none
@VirginTrains Fancy making the 06:26 from #MK to #Euston an 11 car? (Much as we all love standing in cramped vestibules) #CrampedCommute,accessibility_assistance,0,none
@VirginTrains So @VirginTrains how does that work? She can't use the return half because of its restrictions but you wont refund her either #ripoff,howto_guidance,0,none
@VirginTrains Due to get 15:57 from Euston. Do you know if this will run?,other_out_of_scope,0,none
Anyone on this @VirginTrains got a spoon for my poncey @marksandspencer pomegranate seeds?,other_out_of_scope,0,none
@VirginTrains any idea what time the 18:20 from Birmingham international gets into Euston? As the loo in my carriage is broken and I can’t get to the others!,timetable_platform,0,none
@VirginTrains Where do I find a claim reference number? Is it the original booking reference?,ticket_change_refund,0,none
@VirginTrains Can you tell me if tickets will be valid on services tomorrow morning and will compensation be offered for hotel accommodation?,delay_claim,1,money_threshold
@VirginTrains @494113 Are you suggesting we get another pint?,other_out_of_scope,0,none
@120576 @VirginTrains @281419 Hello folks…the 2008 Leeds to Edinburgh is a @121428 service. Their Lost Property details at https://t.co/29R095OLgo 😌,lost_property,0,none
@VirginTrains It just keeps coming amazing! https://t.co/oDyrYVKQVc,other_out_of_scope,0,none
Long trip on @VirginTrains today. Ridiculous they still charge (sweetly) for WiFi unlike @124107 free,complaint_service,1,complaint_review
@VirginTrains Waiting in London Euston - I appreciate the incident is out with your control but where is the C/S? Need to get to carlisle and no updates,howto_guidance,0,none
@VirginTrains So £10 on top of the £41 fare,fare_ticketing,1,money_threshold
@VirginTrains Looks like I’m not getting any food as we are only 20m out of London. This is hardly accessibility. Won’t be doing this again 😢,accessibility_assistance,0,none
@VirginTrains Thanks! I’ll get my delay repay form at the ready!,delay_claim,1,money_threshold
@VirginTrains @1685 This is most unhelpful reply. I was there before 16.20 and doors were still open. What about VT are ever late.,other_out_of_scope,0,none
Hi @VirginTrains I left my coat on the last 9:15am Birmingham to Glasgow yesterday. Is there a way to see if it's been found? X,lost_property,0,none
@VirginTrains booking NMP to MKC is there not a return within a month option just return the same day?,other_out_of_scope,0,none
@VirginTrains please help. I left my jacket on the 8:20 from Euston to Milton Keynes train this morning. Struggling to track it down.,lost_property,0,none
"@VirginTrains Disgusted at the lack of ""booked"" assistance my disabled relatives just received. I would like an email address for complaint",accessibility_assistance,0,none
@VirginTrains I originally expected to get the 1743 but the delays cascaded through the evening bizarre you would shut carriages off given the situation,delay_claim,0,none
@VirginTrains It was an advanced single for the 19:30 from Birmingham New Street to Euston,ticket_change_refund,0,none
@VirginTrains @127472 @767110 thank you. If you could just get Richard to reply - you would actually make my century ;0D x,support_access_followup,0,none
@VirginTrains Does that apply to those with an off-peak open return who need to travel first thing to get to work?,ticket_change_refund,0,none
@VirginTrains @20716 we don’t pay over £60 to stand for 3 hours!! Sort your service out or lower the fares!!,fare_ticketing,1,money_threshold
"Another grey, wet morning on a train! @virgintrains #manchesterpiccadilly #london #trainlife #needsomesun https://t.co/j4JEDWsizD",support_access_followup,0,none
@VirginTrains Please thank the manager on the 18.15 Manchester-Euston today who dealt with some disruptive passengers very professionally. A credit to your company.,support_access_followup,1,human_request
@VirginTrains That's not the point. The assistance care is fantastic. We just did not want to change trains and the journey home was rebooked with your call centre. The train either before or after is direct to Liverpool. We just wanted to change trains.,accessibility_assistance,0,none
"@494136 @120576 @VirginTrains Hi Lauren, where are you travelling from on Tuesday and around what time? ^Max",timetable_platform,0,none
@VirginTrains Standing room only &amp; utter chaos due to reserved seats not showing. No room for luggage = another painstaking journey home,lost_property,0,none
@VirginTrains Cracking 1st Class team on 12 noon GLC departure.  Cup of tea within 5 mins of departure = very happy GBear 😀,timetable_platform,0,none
@VirginTrains any planned dry trains to the north east on Saturday evening?,support_access_followup,0,none
"@VirginTrains please could you tell me which carriages are unreserved train from oxenholme Euston 18.28, it's delayed to 18.35, thanks",delay_claim,0,none
@VirginTrains can you pls confirm the 1905 from PTN to EUS yesterday was cancelled?,delay_claim,0,none
Fair to say they got it wrong at Coventry station tonight @VirginTrains. Moving a train to a platform where people were already waiting for a delayed train at short notice wasn’t smart. Pushing and shoving galore. Get me home.,timetable_platform,0,none
@VirginTrains I have claimed but lost one of my tickets for the journey on the Friday will that matter has I have my second train ticket and receipt,lost_property,0,none
@VirginTrains my train from Manchester leaves at 5:35 tomorrow to go to London. What are the chances it's going to run because of the Wembley situation? I already had a cancelled train yesterday,delay_claim,0,none
"@VirginTrains As I asked initially, how do I do that?",howto_guidance,0,none
@VirginTrains The person on Live Chat states you do not advise disabled seats separately because its discriminatory? So is the '2 seats left' regarding or not regarding disabled seats?,accessibility_assistance,0,none
