tweet_id,text,pred_intent,margin,query_strategy
834694,Nice #firstclass start to the day @VirginTrains https://t.co/UB3NGO1asw,other_out_of_scope,0.0057,margin
2628610,@VirginTrains @LondonMidland Hi. Brought the ticket on train in Longbridge (conductor on @LondonMidland great) got to Cov told rudely by barrier staff that ticket wasn't valid frogmarched to buy another ticket.The reason I bought this ticket is I'm visiting cov hospital and required a bus connection. Thanks,complaint_service,0.0058,margin
1204635,@virgintrains I've paid for wifi but its keeps dropping out. Hardly worth paying for when I can't use it.  Already tried forgetting network and reconnecting.,howto_guidance,0.0062,margin
2785846,@VirginTrains Glasgow 15.40.,other_out_of_scope,0.0062,margin
2224561,@VirginTrains train wasn’t displayed on the boards at Euston (9.40 to Crewe) - missed my train and now going to be half an hour late for an important meeting. Not happy.,other_out_of_scope,0.0062,margin
112200,"@VirginTrains You don't get it, we've had no tilt from Euston, he would have known we would be late with reduced speed. Nothing to do with other disruption. Not one single announcement to inform we were running late because of no tilt.The TM on the train needs retraining.",other_out_of_scope,0.0062,margin
2188629,@VirginTrains They explained that with this arrangement the ticket would be £88 plus booking fee if someone else bought it for me. I don’t have anyone.,other_out_of_scope,0.0063,margin
2416006,"13:15 Manchester to London @VirginTrains onboard manager ""welcome aboard, you're more than welcome to get off the train"" why thank you",other_out_of_scope,0.0063,margin
1215881,"@VirginTrains I’m due to get a train at 21:07 from Euston to Liverpool, any idea what I should do? I’ve checked out of my hotel already",timetable_platform,0.0064,margin
1259796,@VirginTrains do I really need 3 people to check my ticket at euston leaving? A couple less might mean cheaper tickets? #justsayin,fare_ticketing,0.0065,margin
1506216,@VirginTrains I absolutely hate the sight of the A380 I love the b747s  the Queen of the skys and the vt pendilono  and eurostar class 373 tmst,complaint_service,0.0065,margin
479172,"@VirginTrains Yes but nobody is taking responsibility of helping proactively get hold of the iPad. The only answer I’ve had is that it may show up in the next 72 hours, the next week or the next month. You’ll understand why I’m reluctant to resign to that...",other_out_of_scope,0.0066,margin
1336623,"Happy to sit on floor, but there's no room. And if u want to check my word for it on CCTV @VirginTrains - I'm in the carriage at the front!",complaint_service,0.0067,margin
2724918,"@virgintrains staff fab! 1st journey w baby &amp; so much help. Seated next to retired midwifes, incredible!",complaint_service,0.0069,margin
147507,Wow... this train from Oxford to Stockport is ridiculously packed @VirginTrains 😳,other_out_of_scope,0.007,margin
784831,"@VirginTrains @306725 Morning Phil, If you speak with the station team on arrival they will do their best to assist and get you on your booked train. ^SH",ticket_change_refund,0.007,margin
985437,@VirginTrains my train from Euston was due to BHam New St at 10:45- if I miss my connection at 11:05 will I be able to take another train?,delay_claim,0.007,margin
472720,"@VirginTrains need to collect some tickets this eve but have a new card since booking online, can you help?",other_out_of_scope,0.0072,margin
995798,@VirginTrains Preston to London Euston,other_out_of_scope,0.0072,margin
602955,@VirginTrains : I booked a ticket on the tube going to the wrong station... i want to go to old street but the ticket i booked goes to fenchurch. does it matter? if i have to pick up a ticket at a fastticket macine for the tube can't i go to any station as long as it's paid for?,ticket_change_refund,0.0073,margin
2878437,"@VirginTrains Can’t see how they can help, it’s the reservations on the train that need to be fixed. We use 1st class to work being asked to move when you have sat in a unreserved is not helpful.",complaint_service,0.0075,margin
676692,I’m in the #Firstclasslounge @VirginTrains  #Euston thank u 4 my bowl if water🐾🐾😊 #GuideDog  #workingdog  #relaxing #homewardbound #trains https://t.co/nB65VKwBjF,other_out_of_scope,0.0077,margin
762880,Paid £87 instead of £26 for my ticket to Manchester on @VirginTrains - if I'd taken the £26 later train I'd have arrived at the same time!,ticket_change_refund,0.0077,margin
864141,"Big thanks to @VirginTrains for great service today as Claire, George &amp; I enjoyed a festive trip to the Manchester Xmas Markets on George’s fav Pendolino. @325220 @325221 it was fast, efficient, clean with an abundance of seats at a great price.",complaint_service,0.0077,margin
1719576,@120576 @VirginTrains He received £7.50. Half the cost.,other_out_of_scope,0.0078,margin
1512455,@VirginTrains Great. Only a 40 min wait,other_out_of_scope,0.0078,margin
1632620,@VirginTrains But It wasn't and I want to know why! Anything to do with preferential treatment for football fans at all? Didn't see many of them waiting in the station as I was for hours!!,ticket_change_refund,0.0078,margin
2939914,"@VirginTrains app now has a screen that asks you to wait for it to create tickets I paid for in July. Nothing happens. (Yes, I reinstalled) Forced to buy £80.60 new ticket to get through barrier. Furious. https://t.co/f7UP7cGDcQ",other_out_of_scope,0.0079,margin
2267957,@VirginTrains once again you fail to deliver service. It's amazing how often you fail to don't what you promise Refund thnx 07:05 to London,ticket_change_refund,0.0082,margin
2776988,"@VirginTrains Yeah, maybe another time!",other_out_of_scope,0.0083,margin
1430447,@VirginTrains The train was 6.53 and there is no one at the station at that time. Just think it’s a bit poor you can’t process railcards on the train.,other_out_of_scope,0.0084,margin
845668,"@VirginTrains do it again! Late into Euston, not enough time to get the tube to get to liverpool street for connecting train to Norwich. Had to resort to £17.80 taxi ride, the greatest driver ever thank god and a nice run getting there with about 2 seconds to go. #useless",timetable_platform,0.0084,margin
2953158,"@131137 @815383 Oh god I would have made super sarcastic remarks first... just like I did on @VirginTrains yesterday with someone face timing with no headphones about their diner! 
Thanks mate - glad to know your missus is doing green beans! 👊🏻👊🏻👊🏻😂",other_out_of_scope,0.0086,margin
1596159,@VirginTrains do you know which are the unallocated seating carriages on the 1900 London euston to Manchester? Thanks,complaint_service,0.0088,margin
2515071,@VirginTrains Maybe if your resources were better deployed we’d also have a full 1st class service to go with extortionate price Service is diminishing,complaint_service,0.009,margin
2173961,"London to Leeds on Sunday - 5 hour delay @149229 
London to York currently - 75 minutes and counting... @VirginTrains 

Where is my money plz...",howto_guidance,0.009,margin
1579164,@VirginTrains after lengthy delays yesterday I wish I could say thanks for the taxi from the station but that was the worst part. Shambles.,delay_claim,0.0091,margin
2614719,@VirginTrains Sure will do,support_access_followup,0.0092,margin
2017632,@VirginTrains where u from BH,other_out_of_scope,0.0094,margin
1139694,"@VirginTrains Sadly running late for London Euston train due to the issues at Oxford Circus last night, so didn't have time to speak with anyone at Euston station, otherwise would have missed train",timetable_platform,0.0094,margin
2453708,@VirginTrains Evacuation at Euston prevented people from using the station. We arrived at the train to be told we were too late to board and had to run.,ticket_change_refund,0.0094,margin
1928080,@VirginTrains Made myself known to the guard there were no staff around when I got off the train and the station my connection departs from is locked,other_out_of_scope,0.0095,margin
2879169,@VirginTrains Nope as the vestibules are all busy and I'm not waking through them as people are standing there. Not really up to me to go looking for someone. Please take this feedback onboard.,other_out_of_scope,0.0095,margin
1497555,@VirginTrains really poor show no food 12.07 Euston to Liverpool 1st class and no contingency #starving #expectmore #poorcustomerservice,other_out_of_scope,0.0095,margin
1340124,@VirginTrains Don’t worry I know today has been hectic given the disruption so not a problem. I have a huge G&amp;T packed for the journey so I’ll be fine! 👌🏼,other_out_of_scope,0.0096,margin
1637305,@VirginTrains I am stuck on the 2021 train from Manchester Piccadilly to London Euston. Is this train definitely going to leave?,timetable_platform,0.0096,margin
2669197,@VirginTrains Bit tricky when all the corridors are full of people sitting and standing. @127472 https://t.co/9U3H2TMBK6,other_out_of_scope,0.0098,margin
962441,@VirginTrains He’s just thanked me by farting!,other_out_of_scope,0.0101,margin
1368521,@VirginTrains To MK,support_access_followup,0.0101,margin
2228128,@VirginTrains bought tickets online but wasnt able to download so have had to buy the tickets AGAIN the virgin staff said tweet for help!!!!,other_out_of_scope,0.0101,margin
115423,"@VirginTrains Your bye-laws require A NOTICE INDICATING IT IS RESERVED. If no notice, not reserved and reservation ticket invalid. Your rules.",complaint_service,0.0101,margin
995802,"@VirginTrains When booking tickets your site says any card OK for machine collection, but confirmation email says payment card. Which is it?",fare_ticketing,0.0102,margin
1507972,@VirginTrains Roughly 9/9.30pm,other_out_of_scope,0.0103,margin
983669,"@VirginTrains @127472 I'm on the train now, I felt the need to share the experience with everyone, it's fantastic, great staff, smooth journey, comfy 😉 thank u",other_out_of_scope,0.0103,margin
100822,@VirginTrains 15:30 from Euston to GLC terminating @ Preston. due to get on at Preston. Can I get on later train if running at no charge? And what about prebooked seats? I'm not standing for 3.5hrs to GLC,complaint_service,0.0105,margin
2768120,Tickets for the away game at Birmingham City only a tenner?! Tremendous. Now if only @VirginTrains could do the same for a return ticket from Glesga... #qpr,ticket_change_refund,0.0106,margin
2534613,@VirginTrains That's what you said the last time I tweeted at you!,other_out_of_scope,0.0108,margin
690191,Train 1 hour late into London. Good delayrepay announcement on board @VirginTrains. Many around me didn’t know so v.helpful @125861,other_out_of_scope,0.011,margin
686236,"@VirginTrains No, not at all. Really annoyed. Sabrina was rude at Euston and apparently only option is to buy another ticket? But we have ALL other elements?! Spoiling a nice mother/daughter day! https://t.co/nytzpxszHc",other_out_of_scope,0.0112,margin
2181182,"@VirginTrains Yes, I was advised to purchase it on Friday at 16:00 in Manchester Piccadilly and told I could travel any time before 15:57 today. I have to be home before 18:45 to look after a child.",other_out_of_scope,0.0112,margin
2173982,Incredibly helpful team at Coventry and Rugby helping some wally (😏) who left their bag on the train.  Thanks @VirginTrains,support_access_followup,0.0113,margin
470513,"@VirginTrains Ok thankyou for getting back to be me really appreciate this,is this every train service. Not running Christmas and Boxing Day",support_access_followup,0.0115,margin
1496159,@VirginTrains it doesn't give any info just says trains be running later than usual in a revised timetable. Any idea when works are over?,timetable_platform,0.0115,margin
2117095,"Terrible service from @VirginTrains, charged me double the price for 2 tickets without a single confirmation email and been on hold for 30 minutes on 2 separate occasions #sortitout",other_out_of_scope,0.0116,margin
1494969,Disappointed with the view from my #windowseat on today's @VirginTrains https://t.co/TAFWRTh2XS,other_out_of_scope,0.0116,margin
2538818,@VirginTrains I would of expected some lenience in these sort of circumstances. When I booked the ticket the phone option wasn’t available.,other_out_of_scope,0.0118,margin
2241890,Not sure why the @VirginTrains I'm on is at a standstill while other virgin trains are going passed. #40minutedelay #whatajoke,other_out_of_scope,0.0119,margin
1845264,@120576 @VirginTrains Yes I did. As did many of the others standing in the aisles. Can you either DM me or get somebody to email me on __email__ please,support_access_followup,0.012,margin
948339,@VirginTrains Cool 😎. Wuu2 now OL?,support_access_followup,0.012,margin
2507059,Thanks to staff at Rugby station for being accommodating tonight after a little stumble off the train earlier this evening. Couldn't get assistance and conductor didn't show during the journey so had to go with the flow of ignorant people! @VirginTrains 👍🏼,support_access_followup,0.0121,margin
1354679,@VirginTrains Will my ticket but valid for an earlier service?,ticket_change_refund,0.0123,margin
597606,"Cosy floor, loving having to move every two minutes for people stepping over me  @123241 @VirginTrains @120576 #noseatsonthetrain https://t.co/dcWRQIsB34",other_out_of_scope,0.0123,margin
1328085,@VirginTrains Sorry,other_out_of_scope,0.0124,margin
2569824,@VirginTrains Sorry A,other_out_of_scope,0.0124,margin
981626,"Morning @VirginTrains ! Going to Wembley Stadium from Bournemouth to watch the Cherries today and used your site to plan a possible railtrip. Not going to take up it's suggestion of travelling up to Banbury to transfer on to Chiltern to go south to Wembley! Odd, don't you think?",other_out_of_scope,0.0125,margin
1759114,@VirginTrains currently on the train at Bletchley (that's been involved in an incident) the staff have been brilliant and kept everyone updated. Hope the driver is as well as can be expected...,other_out_of_scope,0.0125,margin
2669147,@120576 @VirginTrains Just sent a screenshot pal,other_out_of_scope,0.0125,margin
1384578,@VirginTrains Any excuse!!,other_out_of_scope,0.0126,margin
875355,What year are we in when @VirginTrains still can’t upgrade heightened WiFi and phone signal #poor 👎👎,complaint_service,0.0127,margin
2732620,@VirginTrains Stu DM'ed you but you haven't responded. What is going on? https://t.co/v5fHzDezfy,support_access_followup,0.0128,margin
2703897,@VirginTrains Also how can you be experiencing high call volumes at 22:00?,other_out_of_scope,0.0129,margin
1331408,"@VirginTrains Understood. We were last at Warrington but I don't know where we are now, and how easy it'd be to intercept an EC train. Any advice?",timetable_platform,0.013,margin
1867716,They see me rollin' @VirginTrains https://t.co/y26g7z0rQV,other_out_of_scope,0.0134,margin
1276500,@VirginTrains @418789 *you’re,other_out_of_scope,0.0135,margin
2768820,@VirginTrains 1140 GLC/EUS,support_access_followup,0.0135,margin
485926,"@VirginTrains @123775 Virgin emailed me re RMT https://t.co/scH4QIynJi says no trains running Euston to Chester on 22nd. Customer services won't confirm this, so want to charge me £10 if I want a refund. They then offer me a ticket for 21st that is twice the price of my original ticket. Disgusting.",fare_ticketing,0.0136,margin
675811,@VirginTrains What’s the point.  According to JAMES he’s from the Md office and nothing else can be done. If JAMES who’s from the top what can CR do...? I need my ticket @£27...,fare_ticketing,0.0136,margin
747205,@VirginTrains So glad you can use ticket on virgin EC - no help to me getting to Wolverhampton though 😂😂😂,howto_guidance,0.0138,margin
2678735,"@120576 @VirginTrains No, but what else are you supposed to do with an open return ticket if you need to return on a particular day?",other_out_of_scope,0.0138,margin
2906041,"@VirginTrains, I arrive Euston 18:31 for the 18:33 train and you dont allow boarding so I miss my train and have to spend £64 on a new one. Not good customer service #RipOffBritain #badcustomerservice",other_out_of_scope,0.0139,margin
2228193,@VirginTrains London Euston to Crewe. A simple journey that I’ve done many of times without any hassle. I need the e tickets because I don’t have time to get them from the station due to being on a strict timescale.,other_out_of_scope,0.0139,margin
171157,@VirginTrains 30 minute delay due to @VirginTrains coach so definitely a @10079 issue. #fullrefundneeded #takeresponsibility,ticket_change_refund,0.014,margin
799197,@310505 @VirginTrains I’m glad my daily commute is with  @131370 who deal with issues promptly! How can @VirginTrains not connect with a TM in this day &amp; age!,other_out_of_scope,0.0141,margin
2400229,"@VirginTrains Great! Lots of apologies but as usual no resolution , preventive measures or explanations. It's not the first time and won't be the last.",timetable_platform,0.0142,margin
1996788,@VirginTrains 👍😀 https://t.co/Xtl4OzUlNP,support_access_followup,0.0142,margin
1759113,@VirginTrains @138294 Pity same can't be said for other trains - no communication as per usual. Oh well refunds all round again! Don't think I've ever paid yet!,ticket_change_refund,0.0143,margin
1475105,@VirginTrains am not going to travel with you anymore.45 mins delay this morning and stood up most of return journey. Appalling service!,delay_claim,0.1353,diversity
1550729,@VirginTrains On the train from London to Liverpool 😭,other_out_of_scope,0.6146,diversity
2696953,"@VirginTrains your service is so packed that I can’t get to my seat, this isn’t the experience I paid for 😭😡 https://t.co/cK4ZvZMKUo",complaint_service,0.9704,diversity
1550690,@VirginTrains I've not got the card i used for my booking paid £351 they're saying can't issue the tickets,other_out_of_scope,0.2116,diversity
1353047,@VirginTrains we are trying to get to manchester this evening from london euston - will trains be running later this evening?,support_access_followup,0.1641,diversity
677476,@VirginTrains @121516 Ok thank you,support_access_followup,0.9971,diversity
503112,.@VirginTrains please can I get a refund for my 1 hr 8 min delayed train journey this evening?,delay_claim,0.6611,diversity
2273129,@VirginTrains can I ask a question please? When will you start running trains back from Manchester to mk after like 9pm? It’s not helpful,other_out_of_scope,0.6422,diversity
574845,"Supposed to get a @VirginTrains from Euston to Manchester this morning. As Euston is shut will ticket be accepted on @GWRHelp from Paddington to Reading and then @121428 from Reading to the north, please?",support_access_followup,0.1259,diversity
886319,@VirginTrains Yes and why would that really matter since I   Paid my fare,fare_ticketing,0.8048,diversity
762888,@VirginTrains is delayed even further . .. We have been trying to get home since half 5 🖕😪😪😪😪,delay_claim,0.9088,diversity
798125,"@VirginTrains Nope, reservations weren’t an option when I booked",other_out_of_scope,0.2326,diversity
705031,@VirginTrains 17.03 from EUS,other_out_of_scope,0.5005,diversity
2609660,@VirginTrains Really? https://t.co/DmOjM2hXt9,other_out_of_scope,0.3187,diversity
1440480,@VirginTrains 20:58 from Preston to London Euston delayed. Any update?,delay_claim,0.9129,diversity
1054950,@VirginTrains Absolute lack of connection!,other_out_of_scope,0.4857,diversity
316755,@VirginTrains It's all booked through virgin and it's the virgin service I'll miss. So you are the operator. I'm missing it due to delays. Not my fault,delay_claim,0.751,diversity
684428,@VirginTrains to Euston on Dec 29,other_out_of_scope,0.3484,diversity
883690,@VirginTrains how’s your day today,other_out_of_scope,0.1702,diversity
789924,@VirginTrains great trip today from #Glasgow to #London working as we go. On time great service #makeitworksmart #FitOutTop500 #Quality https://t.co/gY13xUj7L5,timetable_platform,0.6849,diversity
1620021,@VirginTrains Wifi,complaint_service,0.9995,diversity
2395374,"@VirginTrains But I haven't heard a response from my email, I couldn't do the claim through my account it had to be by email so I would have expected a reply by now as I haven't heard of it's been accepted",other_out_of_scope,0.4205,diversity
998267,@356378 @VirginTrains @13044 Hi Matt. Sorry to hear this. We do our best to reserve seats where possible. It may be that reservations weren't available for the -,complaint_service,0.4282,diversity
531187,@VirginTrains Is this train cancelled??,delay_claim,0.9938,diversity
1478722,@VirginTrains everyone appreciates things go wrong from time to time but your customer service to resolve is appalling #useless,complaint_service,0.5749,diversity
748360,@VirginTrains @298901 @121513 Yeah but we’ve got @45338 💪,other_out_of_scope,0.6941,diversity
1760574,@VirginTrains My ticket will be accepted on a later train?,other_out_of_scope,0.1758,diversity
2487965,@710562 @VirginTrains See you soon! @96767  will get the drinks in,other_out_of_scope,0.7078,diversity
1620858,@496735 @VirginTrains Not sure they can do much about someone being hit by a train. Sorry you’re hung over and inconvenienced. At least you’re alive. #perspective,other_out_of_scope,0.4401,diversity
646184,@155542 @VirginTrains @242596 @121516 I will - thanks. I was under the impression @VirginTrains ran the station here in Lancaster.,support_access_followup,0.4523,diversity
621598,@VirginTrains Not worth risking my seat as I was stood up from Bham to Euston this morning and seat reservations aren't showing on here atm.,complaint_service,0.8986,diversity
598724,"@261985 That's not one of our trains, you may need @VirginTrains for this. ^JW",other_out_of_scope,0.5798,diversity
1961866,"@VirginTrains I've just been advised to write to customer services to complain. Not terribly helpful, really.",other_out_of_scope,0.5068,diversity
981623,£19 for a ticket that doesn’t even get me to my destination? @VirginTrains seems a bit pricey to me,other_out_of_scope,0.1057,diversity
1908730,"@VirginTrains Advance ticket. I didn’t have the second part of my ticket (probably left in the ticket collection machine), even though the ticket I did...",ticket_change_refund,0.7492,diversity
2896820,@virgintrains really should do more to make quiet coaches quiet. People yapping left and right and on their phones,complaint_service,0.69,diversity
2559537,"@VirginTrains @127472 Oh well that’s good... I’m sure 1st class is mostly free, people should go sit there",other_out_of_scope,0.5289,diversity
1610810,@VirginTrains Is the 14:37 Euston to Manchester expected to still run?,other_out_of_scope,0.43,diversity
1951759,@VirginTrains 10.30am Birmingham to London Euston,other_out_of_scope,0.6581,diversity
1326551,"@VirginTrains for those of us actually stuck on a Euston to Manchester train, any update please?",other_out_of_scope,0.5479,diversity
131865,@VirginTrains Morning,support_access_followup,0.9999,diversity
469668,"@VirginTrains @226832 Great, thanks!",support_access_followup,0.9984,diversity
747332,@VirginTrains @nationalrailenq Probably need to let people on the train know!,other_out_of_scope,0.5259,diversity
932929,@VirginTrains .@virgintrains I think that is unlikely don't you? Lots of hot and unhappy customers on this #train there will be more than me complaining,other_out_of_scope,0.4213,diversity
870261,@VirginTrains how come the 1615 from Birmingham to Edinburgh only has a late evening menu in 1st class - unhealthy sandwiches not dinner?,support_access_followup,0.2908,diversity
2411737,"@VirginTrains @693360 Sorry to hear that, have you managed to find another seat? ^MS",complaint_service,0.5402,diversity
42888,@VirginTrains  https://t.co/DbNny9VO3F,support_access_followup,0.9536,diversity
75078,@VirginTrains Thank you,support_access_followup,0.9999,diversity
1457590,@458302 @VirginTrains,support_access_followup,0.1906,diversity
2607460,@VirginTrains I submitted a delay repay request on 7th of November but have heard nothing back yet,delay_claim,0.948,diversity
1638957,@VirginTrains Would my ticket be available tomorrow to use instead?,other_out_of_scope,0.1832,diversity
679527,"@VirginTrains There are too many passengers for the carriages you provide on your train. I purchase a daily ticket, end up cramped and standing",accessibility_assistance,0.8783,diversity
1295290,"@VirginTrains so funny🤣 ""the trains are delayed, but running."" WRONG😡 Thanks to a @LondonMidland guy for getting me on the train home.",delay_claim,0.6186,diversity
1612183,"@VirginTrains Yes, all food thanks",support_access_followup,0.9922,diversity
593112,@VirginTrains @260407 Great. 22nd december when everyone is trying to get home for Christmas!,other_out_of_scope,0.3664,diversity
1750693,@VirginTrains @122155 What time does this depart at?,timetable_platform,0.9896,diversity
891571,@LondonMidland and @VirginTrains what the hell is going on with your London trains today?,other_out_of_scope,0.6035,diversity
2836248,@VirginTrains @789439 Oh my god this is the worst idea ever for a toilet.,complaint_service,0.5572,diversity
1429937,@VirginTrains Please,support_access_followup,0.1137,diversity
