tweet_id,author_id,inbound,text,clean
21195,120648,True,@VirginTrains So - was I just given the wrong information at the time? Where did this go wrong? Is there a genuine customer service number I can call?,<user> so - was i just given the wrong information at the time? where did this go wrong? is there a genuine customer service number i can call?
21206,120648,True,"@VirginTrains So - what can be done? Genuinely, this is a systems fail.","<user> so - what can be done? genuinely, this is a systems fail."
21207,120648,True,"@VirginTrains ...an email or postal address would be fab, thanks.","<user> ...an email or postal address would be fab, thanks."
21208,120648,True,"@VirginTrains If you guys don’t know, how can I contact real customer service to register a complaint? And please, no endless looping phone numbers!","<user> if you guys don’t know, how can i contact real customer service to register a complaint? and please, no endless looping phone numbers!"
21196,120648,True,@VirginTrains 15.03 Euston to New street. Have logged item with all lost property offices.,<user> 15.03 euston to new street. have logged item with all lost property offices.
21211,120648,True,"@VirginTrains It wasn’t in lost prop, so guess either going up and down the line, or nicked :(","<user> it wasn’t in lost prop, so guess either going up and down the line, or nicked :("
21217,120648,True,"...would then @VirginTrains you be able to radio the train staff? What if, heaven forbid, a child was left when doors shut too quickly?","...would then <user> you be able to radio the train staff? what if, heaven forbid, a child was left when doors shut too quickly?"
21219,120649,True,@VirginTrains Thanks. Pity no one was at the barrier to check it.,<user> thanks. pity no one was at the barrier to check it.
21220,120649,True,"@VirginTrains on the mobile app, when does one activate the ticket? On the day, or just before going through the turnstile?","<user> on the mobile app, when does one activate the ticket? on the day, or just before going through the turnstile?"
21223,120650,True,Exploring the UK with @VirginTrains https://t.co/qerFqMemNk https://t.co/W74HMM6D4Q,exploring the uk with <user> <url> <url>
21213,120648,True,@VirginTrains And the lost property number for virgin just rings to answer phone. I think if it’s a defunct service you need to be upfront.,<user> and the lost property number for virgin just rings to answer phone. i think if it’s a defunct service you need to be upfront.
21214,120648,True,"@VirginTrains My mistake, but I just needed someone to radio the train manager! Im okay but just scary to think that you can’t contact the train...","<user> my mistake, but i just needed someone to radio the train manager! im okay but just scary to think that you can’t contact the train..."
21215,120648,True,@VirginTrains Got on wrong train (peak time 3.03...). Dashed off leaving coat with keys. Knew immediately but no one could radio train staff to keep safe.,<user> got on wrong train (peak time 3.03...). dashed off leaving coat with keys. knew immediately but no one could radio train staff to keep safe.
21216,120648,True,"@VirginTrains I had to get on the next train, spent entire journey attempting to get help. Just needed train staff to pick it up and pop in lost prop :(","<user> i had to get on the next train, spent entire journey attempting to get help. just needed train staff to pick it up and pop in lost prop :("
21225,120651,True,@VirginTrains morning. How much for a 1st class upgrade on today's 0630 Glasgow 2 London Euston?? And for the rtn at 1530? 😀,<user> morning. how much for a 1st class upgrade on today's 0630 glasgow 2 london euston?? and for the rtn at 1530? <emoji>
21649,120719,True,@VirginTrains Coventry 😩,<user> coventry <emoji>
21651,120719,True,@VirginTrains 1st class loungeoit of action AGAIN. Why am I paying a higher price for tickets when it’s not available.  Pls get it sorted!,<user> 1st class loungeoit of action again. why am i paying a higher price for tickets when it’s not available. pls get it sorted!
21653,120720,True,@VirginTrains @120576 Of course...It's not like you're owned by the same Company!!!,<user> <user> of course...it's not like you're owned by the same company!!!
21656,120721,True,"@120720 @VirginTrains @120576 Well, they aren’t really. WC services are owned 51% by Virgin, yet EC services are only 10% owned by Virgin","<user> <user> <user> well, they aren’t really. wc services are owned 51% by virgin, yet ec services are only 10% owned by virgin"
21657,120720,True,@120721 @VirginTrains @120576 So they are then?,<user> <user> <user> so they are then?
21658,120721,True,"@120720 @VirginTrains @120576 No, WC services are mainly Virgin, whilst EC  is the responsibility of Stagecoach","<user> <user> <user> no, wc services are mainly virgin, whilst ec is the responsibility of stagecoach"
21659,120720,True,@120721 @VirginTrains @120576 But they're part owned by Virgin?,<user> <user> <user> but they're part owned by virgin?
21660,120721,True,@120720 @VirginTrains @120576 Barely though,<user> <user> <user> barely though
21654,120576,True,"@VirginTrains @120720 Apologies Matt, the service is running 10 minutes late this morning due to a train fault. ^JC","<user> <user> apologies matt, the service is running 10 minutes late this morning due to a train fault. ^jc"
21655,120720,True,@VirginTrains If I was on it there wouldn't be an issue!!! Harrogate to London.,<user> if i was on it there wouldn't be an issue!!! harrogate to london.
21662,120720,True,"@VirginTrains making commuters late daily. Cancelled yesterday, delayed today, anyone'd think you're bothered about profit over service.","<user> making commuters late daily. cancelled yesterday, delayed today, anyone'd think you're bothered about profit over service."
21664,120722,True,@VirginTrains ...had email with booking confirmation details etc but ticket office refused to give ticket. Had to buy 2nd ticket at high price...,<user> ...had email with booking confirmation details etc but ticket office refused to give ticket. had to buy 2nd ticket at high price...
21665,120722,True,Morning @VirginTrains my fiancé is teacher at important conference today. Took LAN-EUS RTN approx 5-5:30am. Refused ticket at LAN...,morning <user> my fiancé is teacher at important conference today. took lan-eus rtn approx 5-5:30am. refused ticket at lan...
21669,120723,True,Can someone @VirginTrains please fix the intercom system that has put the first class lounge out of action indefinitely at Coventry Station #missmycoffee,can someone <user> please fix the intercom system that has put the first class lounge out of action indefinitely at coventry station hashtag missmycoffee
21672,120724,True,"@VirginTrains (And importantly is the same day, 1st Nov...)","<user> (and importantly is the same day, 1st nov...)"
21673,120724,True,"@VirginTrains It’s not one I normally have on my phone I have to admit, but it’s 13:34","<user> it’s not one i normally have on my phone i have to admit, but it’s 13:34"
21674,120724,True,@VirginTrains Use the clock application on your smart phone so you always know what time it is in different countries #WednesdayWisdom,<user> use the clock application on your smart phone so you always know what time it is in different countries hashtag wednesdaywisdom
22673,120956,True,@VirginTrains No such luck 👎🏻 https://t.co/Y6nCE0voCH,<user> no such luck <emoji> <emoji> <url>
22674,120956,True,@VirginTrains your WiFi is killing me this morning on the 07:56 Mac to Eus. Keeps dropping out 😬,<user> your wifi is killing me this morning on the 07:56 mac to eus. keeps dropping out <emoji>
22677,120957,True,"It’s a lovely bridge to sit staring at @VirginTrains, but any chance we can get moving now ??  #Leeds #LondonKX https://t.co/2TOyUdXPpo","it’s a lovely bridge to sit staring at <user> , but any chance we can get moving now ?? hashtag leeds hashtag londonkx <url>"
22682,120958,True,@VirginTrains I submitted my request on 19th October but still haven’t heard anything?,<user> i submitted my request on 19th october but still haven’t heard anything?
22685,120958,True,@VirginTrains I have sent you a message: thanks.,<user> i have sent you a message: thanks.
22686,120958,True,@VirginTrains Is anyone going to read and respond to my DM?,<user> is anyone going to read and respond to my dm?
22683,120958,True,@VirginTrains I submitted a refund request on 19th October and haven’t heard yet. How long does this normally take?,<user> i submitted a refund request on 19th october and haven’t heard yet. how long does this normally take?
22688,120959,True,@VirginTrains And the delay on the way there? Departing London Euston at 10:40?,<user> and the delay on the way there? departing london euston at 10:40?
22690,120959,True,@VirginTrains 16:15,<user> 16:15
22692,120959,True,"@VirginTrains Manchester Piccadilly to London Euston, this morning was the same but out it London Euston..","<user> manchester piccadilly to london euston, this morning was the same but out it london euston.."
22694,120959,True,Both @VirginTrains delayed today! Late for a meeting and then later getting back home from Manchester 🙄,both <user> delayed today! late for a meeting and then later getting back home from manchester <emoji>
23312,116421,True,@VirginTrains Hi ^BT,<user> hi ^bt
23314,121081,True,@VirginTrains it's too funny to mention....would tell you the guys name but no name badge....did have a VERY manscaped ginger beard,<user> it's too funny to mention....would tell you the guys name but no name badge....did have a very manscaped ginger beard
23315,121081,True,some of the revenue protection people @VirginTrains do make me laugh....think they may take it a little too seriously #angryginger,some of the revenue protection people <user> do make me laugh....think they may take it a little too seriously hashtag angryginger
23323,121083,True,@VirginTrains please cut down on the bing bong messages. Or switch them off in the quiet carriage.,<user> please cut down on the bing bong messages. or switch them off in the quiet carriage.
24141,121207,True,@VirginTrains It was already 8 minutes late when I got on at Stoke this morning.,<user> it was already 8 minutes late when i got on at stoke this morning.
24142,121207,True,@VirginTrains The train is late running everyday. Even if it gets to Nuneaton on times it’s often late leaving Macclesfield.,<user> the train is late running everyday. even if it gets to nuneaton on times it’s often late leaving macclesfield.
24145,121207,True,@VirginTrains 8.12 from Stoke late again. Why can’t you run this service on time. I’ve missed a connection now have an 28 minute wait.,<user> 8.12 from stoke late again. why can’t you run this service on time. i’ve missed a connection now have an 28 minute wait.
24144,121207,True,@VirginTrains Is the track issue the continued private ownership of rail operators who charge a fortune for tickets for shoddy services?,<user> is the track issue the continued private ownership of rail operators who charge a fortune for tickets for shoddy services?
24148,120648,True,@VirginTrains So they never actually answer? There voicemail claims they had ‘high call volume’ but is it always left to ring out?,<user> so they never actually answer? there voicemail claims they had ‘high call volume’ but is it always left to ring out?
24151,120648,True,@VirginTrains And can you answer this - is the lost property line ever manned? Don’t want to waste more time on it if it’s more window dressing.,<user> and can you answer this - is the lost property line ever manned? don’t want to waste more time on it if it’s more window dressing.
24152,120648,True,@VirginTrains Hey again! This is a real question - I don’t know if worth persevering?,<user> hey again! this is a real question - i don’t know if worth persevering?
24154,120648,True,"A new day, a new attempt! @VirginTrains - does anyone man your lost prop number? I called many times yesterday, left msgs, nowt...","a new day, a new attempt! <user> - does anyone man your lost prop number? i called many times yesterday, left msgs, nowt..."
24150,120648,True,@VirginTrains This needs to be made clear that it’s a messaging service.,<user> this needs to be made clear that it’s a messaging service.
24156,121208,True,"@VirginTrains @nationalrailenq Yet another ticket gate fail at MAN. Not my fault, or my phone's, but yours. Get them sorted!","<user> <user> yet another ticket gate fail at man. not my fault, or my phone's, but yours. get them sorted!"
24671,121328,True,@VirginTrains Yes. I specifically asked to be on a table and near a socket. Yet I'm in the opposite situation.,<user> yes. i specifically asked to be on a table and near a socket. yet i'm in the opposite situation.
24674,121328,True,@VirginTrains Also your reservation signs aren't working in my coach. It's all a bit not right.,<user> also your reservation signs aren't working in my coach. it's all a bit not right.
24672,121328,True,@VirginTrains on the Glasgow train at Euston. I was unaware I'd have to go the entire journey without a plug socket... Disappointed :(,<user> on the glasgow train at euston. i was unaware i'd have to go the entire journey without a plug socket... disappointed :(
24677,121329,True,@VirginTrains great service on the 0840 from Eus to Man this morning. Smiles and porridge to get my day started.,<user> great service on the 0840 from eus to man this morning. smiles and porridge to get my day started.
25139,121426,True,"@VirginTrains @120576 So I can see! Well done!! If @120576  was called 'Stagecoach (slightly Virgin)' it would clarify, but would be a bit of a mouthful","<user> <user> so i can see! well done!! if <user> was called 'stagecoach (slightly virgin)' it would clarify, but would be a bit of a mouthful"
25140,121426,True,. @VirginTrains @120576 Don't you get totally fed up explaining to passengers that they've tweeted the wrong company?!? #confusion,. <user> <user> don't you get totally fed up explaining to passengers that they've tweeted the wrong company?!? hashtag confusion
25142,121428,True,"@VirginTrains @121427 Sorry to hear it's cold on board Stacey, please speak to a member of the on-board crew who may be able to help. ^Max","<user> <user> sorry to hear it's cold on board stacey, please speak to a member of the on-board crew who may be able to help. ^max"
25143,121427,True,Currently on the 09.04 Birmingham New street to Bournemouth @VirginTrains and it's FREEZING. Why is the air con blowing out cold?! Brrr!,currently on the 09.04 birmingham new street to bournemouth <user> and it's freezing. why is the air con blowing out cold?! brrr!
27040,121923,True,"@VirginTrains I’m in York and my train is half an hour late to Doncaster and now I’m going to miss my next train, I hope I can get home..","<user> i’m in york and my train is half an hour late to doncaster and now i’m going to miss my next train, i hope i can get home.."
27043,13211,True,@VirginTrains smashing. Thanks.,<user> smashing. thanks.
27044,13211,True,"@VirginTrains morning. If I have an off peak return to Glasgow, can I break the journey for a few hours in Preston then get back on later?","<user> morning. if i have an off peak return to glasgow, can i break the journey for a few hours in preston then get back on later?"
27046,121924,True,@VirginTrains If there was crew available I would have! It’s an on going problem!,<user> if there was crew available i would have! it’s an on going problem!
27049,121924,True,@VirginTrains Thanks!,<user> thanks!
27047,121924,True,@VirginTrains love the service HATE the stink of the loos every time you get on/off &amp; someone opens the door! #disgusting #BrumToEuston,<user> love the service hate the stink of the loos every time you get on/off & someone opens the door! hashtag disgusting hashtag brumtoeuston
27051,121925,True,@VirginTrains Wifi not shown as discoverable for more than a couple of mins at a time. Have wasted lots of time 😞,<user> wifi not shown as discoverable for more than a couple of mins at a time. have wasted lots of time <emoji>
27052,121925,True,@VirginTrains am really disappointed with in train wi Di service (wolves to Euston). Saying it was sporadic would be kind,<user> am really disappointed with in train wi di service (wolves to euston). saying it was sporadic would be kind
27558,122030,True,@VirginTrains Yes the guard on train. No time from collection to boarding. And didn’t expect a cattle truck .. expected a professional service for the not considerable fare,<user> yes the guard on train. no time from collection to boarding. and didn’t expect a cattle truck .. expected a professional service for the not considerable fare
27559,122030,True,@VirginTrains and don’t play the first off peak train card .. your reservation system gave a positive acknowledgment but didn’t give reservation on printing #sham #licencetonickmoney,<user> and don’t play the first off peak train card .. your reservation system gave a positive acknowledgment but didn’t give reservation on printing hashtag sham hashtag licencetonickmoney
27562,122031,True,@VirginTrains That doesn't work for me either...,<user> that doesn't work for me either...
27565,122031,True,"@VirginTrains All I can do is leave a message to ignore? Online chat not working on multiple computers or my phone either, literally just want an update.","<user> all i can do is leave a message to ignore? online chat not working on multiple computers or my phone either, literally just want an update."
27567,122031,True,@VirginTrains They did not.,<user> they did not.
27569,122031,True,"@VirginTrains Again, it's not working, I just get the loading circle forever. This is ridiculous, 24 hours I've been trying and haven't spoke to 1 person.","<user> again, it's not working, i just get the loading circle forever. this is ridiculous, 24 hours i've been trying and haven't spoke to 1 person."
27563,122031,True,@VirginTrains I've been on hold to your complaints line for an hour trying to get an update on a non-responded to complaint. Can you help?,<user> i've been on hold to your complaints line for an hour trying to get an update on a non-responded to complaint. can you help?
27572,122032,True,@VirginTrains Poor show Train Manager is hiding in first class and won’t come and speak to us,<user> poor show train manager is hiding in first class and won’t come and speak to us
27576,122032,True,@VirginTrains We would if didn’t hide #poorcustomerservice #shouldhave declassified,<user> we would if didn’t hide hashtag poorcustomerservice hashtag shouldhave declassified
27573,122032,True,@VirginTrains Yes and the Manager response to everyone is to leave the Train and get next. We have business meetings as soon as arrive so can’t,<user> yes and the manager response to everyone is to leave the train and get next. we have business meetings as soon as arrive so can’t
27574,122032,True,@VirginTrains On worst Train journey in long time from stockport to euston 9.43 total overcrowding and no declassification #trainmonopolies,<user> on worst train journey in long time from stockport to euston 9.43 total overcrowding and no declassification hashtag trainmonopolies
27580,122030,True,@VirginTrains Yes confirmed online. Didn’t print on this leg from machine. Funny that happened to the 6 passengers rammed next to me too,<user> yes confirmed online. didn’t print on this leg from machine. funny that happened to the 6 passengers rammed next to me too
27581,122030,True,@VirginTrains shocking lack of carriages on the 9.56 from Crewe to Euston. Pls explain how I’m supposed to type up a report sat on floor by door elbow to elbow with fellow passengers 😠 £84 ripoff #dontcare,<user> shocking lack of carriages on the 9.56 from crewe to euston. pls explain how i’m supposed to type up a report sat on floor by door elbow to elbow with fellow passengers <emoji> £84 ripoff hashtag dontcare
28106,122150,True,@VirginTrains Yes.,<user> yes.
28109,122150,True,@VirginTrains I would but my signal drops in and out too! I just want a refund please.,<user> i would but my signal drops in and out too! i just want a refund please.
28111,122150,True,@VirginTrains Thanks.,<user> thanks.
28107,122150,True,"Pointless paying for the WiFi on the Glasgow train this morning @VirginTrains terrible, like being back on WAP or GPRS 🤦🏻‍♂️","pointless paying for the wifi on the glasgow train this morning <user> terrible, like being back on wap or gprs <emoji> <emoji> ‍ <emoji> ️"
28114,122150,True,"@VirginTrains Yes, I was connected, now tethering from phone. Not worth the money at all!","<user> yes, i was connected, now tethering from phone. not worth the money at all!"
28115,122151,True,@122150 @VirginTrains O,<user> <user> o
28117,122030,True,@VirginTrains Yes as previously tweeted. The machine didn’t print out for your leg. As per the 6 passengers around me. Funny that. All different machines too. #overbooked #scam,<user> yes as previously tweeted. the machine didn’t print out for your leg. as per the 6 passengers around me. funny that. all different machines too. hashtag overbooked hashtag scam
28120,122030,True,@VirginTrains Can I claim for the inability to be able to type a report due to space issues? Loss of earnings ...,<user> can i claim for the inability to be able to type a report due to space issues? loss of earnings ...
28118,122030,True,My current £84.50 “seat” reservation and view on the 9.56 Crewe to Euston @VirginTrains service https://t.co/aiz5ZII0ZY,my current £84.50 “seat” reservation and view on the 9.56 crewe to euston <user> service <url>
28123,122152,True,"@VirginTrains Ohhh okay, sorry it was a silly question but I understand now thank youuuu 😂","<user> ohhh okay, sorry it was a silly question but i understand now thank youuuu <emoji>"
28124,122152,True,"@VirginTrains I travel from London Euston to Rugby, it just seems like there’s barely any of your trains running to rugby after 6😂 happens all the time😳","<user> i travel from london euston to rugby, it just seems like there’s barely any of your trains running to rugby after 6 <emoji> happens all the time <emoji>"
21679,122152,True,"@VirginTrains Random question, how come in the evening after about 6 o clock there isn’t a lot of trains running to rugby? I notice it all the time😂","<user> random question, how come in the evening after about 6 o clock there isn’t a lot of trains running to rugby? i notice it all the time <emoji>"
