row,tweet_id
528,75051
529,75053
530,75056
531,75058
532,75061
533,75062
534,75063
535,75066
536,75068
537,75069
538,75071
539,75073
540,75075
541,75077
542,75079
543,76450
544,76452
545,76455
546,77128
547,78065
548,78067
549,78069
550,78072
551,78074
552,78076
553,79690
554,79693
555,79695
556,79697
557,79699
558,79702
559,79703
560,79706
561,79708
562,79710
563,79713
564,79716
565,79718
566,79721
567,79724
568,79727
569,79729
570,79738
571,79740
572,79743
573,79746
574,79749
575,81143
576,81146
577,81148
578,81151
579,81153
580,81154
581,81156
582,81158
583,81160
584,81162
585,81166
586,81168
587,81171
588,81174
589,81178
590,81180
591,81183
592,81185
593,81188
594,83990
595,83993
596,83996
597,83998
598,84001
599,84002
600,84005
601,84007
602,84009
603,84012
604,84015
605,84016
606,84019
607,84021
608,84024
609,84025
610,84027
611,86654
612,86656
613,86661
614,86664
615,86666
616,86668
617,86670
618,86673
619,86671
620,86679
621,86681
622,86683
623,86686
624,86687
625,86689
626,89964
627,89967
628,89968
629,89970
630,91117
631,92035
632,92037
633,92039
634,92041
635,92043
636,92046
637,92049
638,92050
639,94107
640,94110
641,94382
642,94384
643,94386
644,94389
645,94390
646,94393
647,94395
648,94396
649,94398
650,94401
651,94404
652,94406
653,94408
654,94411
655,94414
656,94416
657,94418
658,94422
659,94424
660,96197
661,96200
662,96203
663,96205
664,96207
665,96209
666,96211
667,96213
668,96216
669,96218
670,96221
671,96222
672,96227
673,96230
674,96232
675,96234
676,96237
677,96242
678,96245
679,96247
680,96249
681,96251
682,96254
683,96256
684,98311
685,98313
686,98316
687,98318
688,98320
689,98324
690,98326
691,98328
692,98330
693,98332
694,98336
695,98338
696,98341
697,98343
698,98345
699,98347
700,98349
701,98351
702,98354
703,98357
704,98358
705,98361
706,98362
707,98365
708,98367
709,98369
710,98371
711,98373
712,98375
713,98377
714,99688
715,99989
716,99991
717,100787
718,100790
719,100791
720,100793
721,100797
722,100800
723,100802
724,100804
725,100810
726,100813
727,100815
728,100817
729,100819
730,100821
731,100823
732,100824
733,100828
734,100831
735,102420
736,102423
737,102424
738,102428
739,102431
740,102432
741,102435
742,102437
743,102439
744,102441
745,102443
746,102446
747,102448
748,102450
749,102804
750,104661
751,104663
752,104665
753,104667
754,104670
755,104673
756,104674
757,104676
758,104678
759,104680
760,104682
761,104685
762,104686
763,104689
764,104692
765,104694
766,104696
767,104698
768,104699
769,104701
770,104704
771,104707
772,104708
773,104869
774,106959
775,106961
776,106965
777,106970
778,106973
779,106976
780,106980
781,106979
782,106982
783,106985
784,106987
785,106989
786,106991
787,106993
788,106995
789,106998
790,107000
791,107003
792,107004
793,107007
794,107012
795,107015
796,107017
797,107020
798,107023
799,107025
800,107027
801,107030
802,108400
803,108402
804,108407
805,108410
806,108412
807,108414
808,108420
809,108423
810,108425
811,108427
812,108429
813,108431
814,108433
815,108435
816,108437
817,108439
818,108441
819,108443
820,108445
821,108447
822,108450
823,108456
824,108461
825,108463
826,108467
827,108469
828,108470
829,108472
830,108478
831,108480
832,108484
833,108490
834,108494
835,108495
836,108496
837,108498
838,108501
839,108503
840,108505
841,108509
842,108511
843,108513
844,108515
845,108517
846,108520
847,108523
848,108526
849,108528
850,108530
851,108533
852,108535
853,108460
854,108543
855,108544
856,108547
857,108549
858,108550
859,108552
860,108554
861,108557
862,110209
863,110212
864,110213
865,110216
866,110219
867,110222
868,110225
869,110227
870,110228
871,110230
872,110232
873,110234
874,110236
875,110242
876,110244
877,110246
878,110248
879,110251
880,110252
881,110254
882,110256
883,110258
884,110261
885,110263
886,110264
887,110267
888,110271
889,110275
890,110280
891,110282
892,110285
893,110286
894,110288
895,110290
896,110274
897,110292
898,110294
899,110296
900,110299
901,110303
902,110305
903,110307
904,112197
905,112199
906,112201
907,112204
908,112207
909,112209
910,112211
911,112214
912,112215
913,112219
914,112221
915,112224
916,112226
917,112229
918,112230
919,112232
920,112234
921,112236
922,112239
923,112241
924,112243
925,112247
926,112250
927,112252
928,112254
929,112256
930,112258
931,112261
932,112264
933,113992
934,113995
935,113996
936,113999
937,114001
938,114004
939,114006
940,114008
941,114013
942,114018
943,114019
944,114021
945,115412
946,115414
947,115416
948,115418
949,115420
950,115424
951,115427
952,115432
953,115435
954,115437
955,115440
956,115444
957,115446
958,115447
959,115449
960,115451
961,115453
962,115454
963,115456
964,115459
965,115461
966,115465
967,116713
968,116717
969,116720
970,116723
971,116725
972,116728
973,116730
974,116733
975,116735
976,116738
977,116741
978,119113
979,119115
980,119118
981,119121
982,119123
983,119124
984,119127
985,120371
986,86678
987,120373
988,120375
989,120377
990,120380
991,120381
992,121154
993,121156
994,121160
995,121163
996,121165
997,121167
998,122103
999,123512
1000,123515
1001,129257
1002,129260
1003,129261
1004,129263
1005,129265
1006,129267
1007,130421
1008,130423
1009,130931
1010,130934
1011,130936
1012,130938
1013,131860
1014,131863
1015,131869
1016,131872
1017,131874
1018,131876
1019,131878
1020,131880
1021,131882
1022,131885
1023,131886
1024,131888
1025,131892
1026,131894
1027,131895
1028,132627
1029,132629
1030,132631
1031,132633
1032,132635
1033,132638
1034,132641
1035,132643
1036,132645
1037,132647
1038,132649
1039,132652
1040,132654
1041,132655
1042,132658
1043,132662
1044,132663
1045,132665
1046,132667
1047,132669
1048,132671
1049,132673
1050,132677
1051,132682
1052,132685
1053,133987
1054,133990
1055,133993
1056,133998
1057,134001
1058,134004
1059,134006
1060,134008
1061,134017
1062,134019
1063,134021
1064,135275
1065,135277
1066,135279
1067,135280
1068,135283
1069,135285
1070,135286
1071,135288
1072,135290
1073,135292
1074,135299
1075,136313
1076,136316
1077,136321
1078,136323
1079,136326
1080,136327
1081,136330
1082,136319
1083,136332
1084,136334
1085,136336
1086,136338
1087,136340
1088,136343
1089,137218
1090,137221
1091,137222
1092,137224
1093,137228
1094,137230
1095,137232
1096,137236
1097,137238
1098,137240
1099,137242
1100,137246
1101,137248
1102,137252
1103,137254
1104,137256
1105,137258
1106,138335
1107,138337
1108,138340
1109,138342
1110,138343
1111,138346
1112,138349
1113,138353
1114,138355
1115,138357
1116,138363
1117,138365
1118,75082
1119,139146
1120,139149
1121,139151
1122,139152
1123,139154
1124,139156
1125,139160
1126,139162
1127,139167
1128,139170
1129,139172
1130,139174
1131,139177
1132,139179
1133,139182
1134,139185
1135,139187
1136,139189
1137,139191
1138,139193
1139,139194
1140,139196
1141,139199
1142,139200
1143,139202
1144,140146
1145,140149
1146,140151
1147,140152
1148,140154
1149,140160
1150,140163
1151,140165
1152,140169
1153,140158
1154,140171
1155,140174
1156,140177
1157,140178
1158,140182
1159,140184
1160,140186
1161,140188
1162,140191
1163,140194
1164,140196
1165,140199
1166,140202
1167,140203
1168,140205
1169,140207
1170,140210
1171,140212
1172,140214
1173,141265
1174,141267
1175,141269
1176,141271
1177,141275
1178,141277
1179,141278
1180,141280
1181,141283
1182,141285
1183,141290
1184,141293
1185,141295
1186,141298
1187,141300
1188,141301
1189,141304
1190,141310
1191,141312
1192,141314
1193,142225
1194,142227
1195,142229
1196,142231
1197,142233
1198,142235
1199,142238
1200,142240
1201,142243
1202,142245
1203,142247
1204,142250
1205,142252
1206,142255
1207,142269
1208,142271
1209,142274
1210,142276
1211,142278
1212,142280
1213,142282
1214,143102
1215,143108
1216,143111
1217,143112
1218,143114
1219,143119
1220,143123
1221,143125
1222,143127
1223,143129
1224,143131
1225,143134
1226,143136
1227,143139
1228,143141
1229,143143
1230,143147
1231,143983
1232,144396
1233,144399
1234,144400
1235,144403
1236,144406
1237,144408
1238,144410
1239,144413
1240,144417
1241,144419
1242,144422
1243,144424
1244,144427
1245,144429
1246,144432
1247,144434
1248,144438
1249,144441
1250,79730
1251,144442
1252,144445
1253,144447
1254,145971
1255,145974
1256,145977
1257,145978
1258,145980
1259,145983
1260,145984
1261,145985
1262,145988
1263,145989
1264,145991
1265,145993
1266,145996
1267,145999
1268,146001
1269,146003
1270,146004
1271,146006
1272,146008
1273,146010
1274,146012
1275,146015
1276,146017
1277,146020
1278,146022
1279,146025
1280,146028
1281,146030
1282,147488
1283,147493
1284,147496
1285,147498
1286,147500
1287,147503
1288,147505
1289,147509
1290,147512
1291,147514
1292,147516
1293,147519
1294,147521
1295,147492
1296,147523
1297,147525
1298,147529
1299,147530
1300,147532
1301,147534
1302,147537
1303,147540
1304,147547
1305,149463
1306,149466
1307,149469
1308,149473
1309,149475
1310,149476
1311,149479
1312,149481
1313,149484
1314,149487
1315,149489
1316,149491
1317,149494
1318,149496
1319,149499
1320,149500
1321,150719
1322,150721
1323,150724
1324,150726
1325,150728
1326,150730
1327,150733
1328,150734
1329,150737
1330,150740
1331,150744
1332,150745
1333,150746
1334,150748
1335,150751
1336,150752
1337,150754
1338,150756
1339,150758
1340,150764
1341,150766
1342,150768
1343,150775
1344,150779
1345,150782
1346,150785
1347,150787
1348,150790
1349,150792
1350,150795
1351,150796
1352,150798
1353,150801
1354,152276
1355,152278
1356,152282
1357,152286
1358,152288
1359,152290
1360,152292
1361,152294
1362,152300
1363,152302
1364,152304
1365,152307
1366,152310
1367,152312
1368,152314
1369,152317
1370,152319
1371,152321
1372,152323
1373,152325
1374,152328
1375,152332
1376,152334
1377,152338
1378,152341
1379,152343
1380,152345
1381,152347
1382,152349
1383,153817
1384,153820
1385,153822
1386,153826
1387,153827
1388,153829
1389,153831
1390,153834
1391,153836
1392,153840
1393,153843
1394,153845
1395,153849
1396,153850
1397,153853
1398,153856
1399,153858
1400,153861
1401,153863
1402,155388
1403,155391
1404,155393
1405,155395
1406,155398
1407,155400
1408,155404
1409,155406
1410,155408
1411,155410
1412,155412
1413,155415
1414,155403
1415,155417
1416,155421
1417,156981
1418,156984
1419,156985
1420,156987
1421,156989
1422,156991
1423,156994
1424,156997
1425,157000
1426,157001
1427,157004
1428,157005
1429,157007
1430,157009
1431,157013
1432,157015
1433,157019
1434,157021
1435,157023
1436,157025
1437,157027
1438,157029
1439,157032
1440,157035
1441,157037
1442,157039
1443,157043
1444,157046
1445,157049
1446,157051
1447,157053
1448,157055
1449,157058
1450,157061
1451,158961
1452,158964
1453,158966
1454,158968
1455,158970
1456,158972
1457,158974
1458,158977
1459,158979
1460,158981
1461,158983
1462,158985
1463,158987
1464,158990
1465,160580
1466,160584
1467,160590
1468,160593
1469,160595
1470,160598
1471,160601
1472,160605
1473,160607
1474,160610
1475,160614
1476,160618
1477,160617
1478,160619
1479,160621
1480,160623
1481,160625
1482,162245
1483,162248
1484,162250
1485,162253
1486,162255
1487,162257
1488,162259
1489,162261
1490,162263
1491,162265
1492,162270
1493,162273
1494,162274
1495,162276
1496,162278
1497,162280
1498,162282
1499,162284
1500,162290
1501,162294
1502,162298
1503,163748
1504,163751
1505,163753
1506,163755
1507,163757
1508,163759
1509,163762
1510,163764
1511,163766
1512,163768
1513,163770
1514,163772
1515,163776
1516,163778
1517,163781
1518,163783
1519,163785
1520,163787
1521,163789
1522,163793
1523,163798
1524,163801
1525,163803
1526,163805
1527,165060
1528,165063
1529,165064
1530,165066
1531,165069
1532,165072
1533,165074
1534,165077
1535,165080
1536,165081
1537,165086
1538,165090
1539,165092
1540,165094
1541,165096
1542,165099
1543,165100
1544,165102
1545,165104
1546,165107
1547,165111
1548,165112
1549,165114
1550,165116
1551,165119
1552,165121
1553,165123
1554,165125
1555,165127
1556,165071
1557,165131
1558,165135
1559,165138
1560,165140
1561,165141
1562,165144
1563,165146
1564,165148
1565,165150
1566,165152
1567,165154
1568,165157
1569,165158
1570,165162
1571,165165
1572,166687
1573,166689
1574,166692
1575,166694
1576,166696
1577,166699
1578,166701
1579,166704
1580,166712
1581,166714
1582,166716
1583,166719
1584,166721
1585,166723
1586,166725
1587,166728
1588,166730
1589,166733
1590,166734
1591,168153
1592,168156
1593,168158
1594,168160
1595,168162
1596,168164
1597,168166
1598,168168
1599,168171
1600,168174
1601,168175
1602,168177
1603,168179
1604,168181
1605,168183
1606,168186
1607,168190
1608,169728
1609,169731
1610,169734
1611,169736
1612,169741
1613,169744
1614,169745
1615,169748
1616,169750
1617,169751
1618,169756
1619,169759
1620,169761
1621,171147
1622,171149
1623,171151
1624,171154
1625,171158
1626,171161
1627,171163
1628,171165
1629,171166
1630,171169
1631,171171
1632,171173
1633,171175
1634,171180
1635,171182
1636,172329
1637,172333
1638,172335
1639,172543
1640,172546
1641,172547
1642,172549
1643,172552
1644,172555
1645,172557
1646,172561
1647,173579
1648,173581
1649,173583
1650,173585
1651,173587
1652,173591
1653,173595
1654,173597
1655,174603
1656,174605
1657,175488
1658,175490
1659,175493
1660,175495
1661,176561
1662,176565
1663,176568
1664,176571
1665,177424
1666,177426
1667,240731
1668,240734
1669,240735
1670,240737
1671,240740
1672,32617
1673,240744
1674,241272
1675,241275
1676,241277
1677,241279
1678,241854
1679,241857
1680,241860
1681,241864
1682,241866
1683,241868
1684,241871
1685,250962
1686,250965
1687,250967
1688,250968
1689,250970
1690,250973
1691,250975
1692,251612
1693,251616
1694,251617
1695,251618
1696,251620
1697,251625
1698,251628
1699,251630
1700,251633
1701,251636
1702,251638
1703,251640
1704,251643
1705,251646
1706,251649
1707,251651
1708,251653
1709,251623
1710,251658
1711,251660
1712,251661
1713,251662
1714,251664
1715,265248
1716,265250
1717,265252
1718,265254
1719,265258
1720,265261
1721,265264
1722,265267
1723,265272
1724,265273
1725,265281
1726,265284
1727,265286
1728,290105
1729,290869
1730,290872
1731,290874
1732,290878
1733,290884
1734,290894
1735,290897
1736,290899
1737,290901
1738,290903
1739,290905
1740,290907
1741,290911
1742,290914
1743,290916
1744,290918
1745,290923
1746,290925
1747,290927
1748,290929
1749,305827
1750,305829
1751,305832
1752,305835
1753,305836
1754,316704
1755,316706
1756,316708
1757,316711
1758,316713
1759,316715
1760,316717
1761,316719
1762,316721
1763,316724
1764,316727
1765,316728
1766,316731
1767,316732
1768,316735
1769,316736
1770,316738
1771,316740
1772,316742
1773,316744
1774,316746
1775,316749
1776,316753
1777,316756
1778,316759
1779,329477
1780,329481
1781,329482
1782,329496
1783,329499
1784,329501
1785,329503
1786,343552
1787,343555
1788,343557
1789,343560
1790,343562
1791,343565
1792,356003
1793,356006
1794,356008
1795,356010
1796,356014
1797,356016
1798,356024
1799,356026
1800,356028
1801,356031
1802,356033
1803,356040
1804,356042
1805,356044
1806,356051
1807,356053
1808,356055
1809,370970
1810,370973
1811,370974
1812,370978
1813,370979
1814,370982
1815,370985
1816,370987
1817,370990
1818,370992
1819,370993
1820,370995
1821,370996
1822,370998
1823,371000
1824,371009
1825,383594
1826,383599
1827,383597
1828,383604
1829,383605
1830,383764
1831,383767
1832,383769
1833,383780
1834,383782
1835,383784
1836,383786
1837,383788
1838,383791
1839,383794
1840,383796
1841,383797
1842,383800
1843,383803
1844,383808
1845,383810
1846,383811
1847,383812
1848,383813
1849,383816
1850,383818
1851,383819
1852,383821
1853,383824
1854,383828
1855,383830
1856,383838
1857,383841
1858,383843
1859,383845
1860,383835
1861,383849
1862,383978
1863,388325
1864,388328
1865,388332
1866,388334
1867,397226
1868,397229
1869,397231
1870,397233
1871,397235
1872,397241
1873,397243
1874,397245
1875,397248
1876,397250
1877,397251
1878,397253
1879,412435
1880,412437
1881,413837
1882,413839
1883,413841
1884,413845
1885,413849
1886,413852
1887,413854
1888,413855
1889,413857
1890,413860
1891,413863
1892,413866
1893,413868
1894,413870
1895,413872
1896,413876
1897,413879
1898,413882
1899,413884
1900,413886
1901,413889
1902,413892
1903,413894
1904,413897
1905,413901
1906,413905
1907,413908
1908,413910
1909,413844
1910,413913
1911,413915
1912,414247
1913,414250
1914,414252
1915,414253
1916,414255
1917,414256
1918,414258
1919,414261
1920,414263
1921,414266
1922,414267
1923,414270
1924,414272
1925,414276
1926,414279
1927,424527
1928,424529
1929,424532
1930,424533
1931,424535
1932,424537
1933,424540
1934,424543
1935,424545
1936,424548
1937,424547
1938,432241
1939,438443
1940,438446
1941,438448
1942,443951
1943,443953
1944,443996
1945,444001
1946,444010
1947,444012
1948,444014
1949,444016
1950,444021
1951,444024
1952,444027
1953,444031
1954,444033
1955,444035
1956,444037
1957,444040
1958,444042
1959,444044
1960,444030
1961,445052
1962,445055
1963,445057
1964,445060
1965,445061
1966,445063
1967,445065
1968,445067
1969,445070
1970,445072
1971,445074
1972,445076
1973,445078
1974,445081
1975,445083
1976,445085
1977,445087
1978,445090
1979,445092
1980,445095
1981,445098
1982,446240
1983,446243
1984,446245
1985,446249
1986,446251
1987,446254
1988,446256
1989,446258
1990,448165
1991,448170
1992,448173
1993,448175
1994,448197
1995,448200
1996,449129
1997,449132
1998,449134
1999,449136
2000,449139
2001,449140
2002,449142
2003,449144
2004,450265
2005,450267
2006,450269
2007,450272
2008,450274
2009,450276
2010,450278
2011,451230
2012,451232
2013,451234
2014,451236
2015,453750
2016,453752
2017,453754
2018,453756
2019,453763
2020,453769
2021,453770
2022,453771
2023,453773
2024,455902
2025,455904
2026,458359
2027,458360
2028,458363
2029,458364
2030,460736
2031,466337
2032,466339
2033,469124
2034,469126
2035,469664
2036,469667
2037,469670
2038,469674
2039,470512
2040,470514
2041,470516
2042,470518
2043,470521
2044,471220
2045,471223
2046,471228
2047,471230
2048,471232
2049,471238
2050,471840
2051,471842
2052,471845
2053,471847
2054,471849
2055,471851
2056,471853
2057,471858
2058,471861
2059,471863
2060,471865
2061,471867
2062,471871
2063,472237
2064,472706
2065,472708
2066,472710
2067,472713
2068,472714
2069,472715
2070,472718
2071,472719
2072,472721
2073,472724
2074,472726
2075,472729
2076,473684
2077,473687
2078,473688
2079,473690
2080,473692
2081,473694
2082,473696
2083,473699
2084,473701
2085,473703
2086,473743
2087,473747
2088,473749
2089,473976
2090,473979
2091,473981
2092,474773
2093,474775
2094,474778
2095,474781
2096,474783
2097,474785
2098,474786
2099,474789
2100,474792
2101,474795
2102,474797
2103,474799
2104,474801
2105,474805
2106,475865
2107,475867
2108,475869
2109,475871
2110,475873
2111,475875
2112,475877
2113,475879
2114,476698
2115,476701
2116,476704
2117,476706
2118,476709
2119,476712
2120,476714
2121,476716
2122,476718
2123,477585
2124,477588
2125,477590
2126,477593
2127,477595
2128,477597
2129,477601
2130,477604
2131,477606
2132,477608
2133,478374
2134,478376
2135,478379
2136,478381
2137,478383
2138,478387
2139,478389
2140,478394
2141,479157
2142,479160
2143,479161
2144,479164
2145,479168
2146,479171
2147,479173
2148,479175
2149,479178
2150,479180
2151,480144
2152,480147
2153,480149
2154,480151
2155,480154
2156,480155
2157,480157
2158,480159
2159,480161
2160,480164
2161,480168
2162,480170
2163,480172
2164,480174
2165,480178
2166,480180
2167,480182
2168,481351
2169,481354
2170,481355
2171,481357
2172,481359
2173,481362
2174,481364
2175,481366
2176,481368
2177,482845
2178,482847
2179,482849
2180,482852
2181,482855
2182,482857
2183,482860
2184,482863
2185,482867
2186,482869
2187,482871
2188,482873
2189,482875
2190,482878
2191,482880
2192,482883
2193,482885
2194,482887
2195,482888
2196,482892
2197,482896
2198,482900
2199,482902
2200,482904
2201,484230
2202,484236
2203,484239
2204,484241
2205,484243
2206,484245
2207,484248
2208,484250
2209,484252
2210,484255
2211,484258
2212,484260
2213,484263
2214,484266
2215,484268
2216,484270
2217,484273
2218,484274
2219,484276
2220,484279
2221,484284
2222,484288
2223,484289
2224,484291
2225,484293
2226,485924
2227,485927
2228,485929
2229,485931
2230,485932
2231,485934
2232,485940
2233,485942
2234,485944
2235,485948
2236,485950
2237,485951
2238,485954
2239,485960
2240,485963
2241,485965
2242,485967
2243,485969
2244,485970
2245,485973
2246,485975
2247,485978
2248,485980
2249,485983
2250,485985
2251,485987
2252,485989
2253,485991
2254,485993
2255,485997
2256,486001
2257,487195
2258,487198
2259,487200
2260,487202
2261,487205
2262,487206
2263,487208
2264,487213
2265,487216
2266,487220
2267,487224
2268,487226
2269,487228
2270,487230
2271,487234
2272,487236
2273,487239
2274,487240
2275,487242
2276,487245
2277,487246
2278,487250
2279,487252
2280,487255
2281,487257
2282,487259
2283,487262
2284,487264
2285,487265
2286,489213
2287,489219
2288,489221
2289,489224
2290,489227
2291,489229
2292,489232
2293,489234
2294,489236
2295,489239
2296,489241
2297,489248
2298,489251
2299,489252
2300,489255
2301,489258
2302,489260
2303,489263
2304,489265
2305,489267
2306,489269
2307,489274
2308,489305
2309,489308
2310,489311
2311,489313
2312,489315
2313,489319
2314,489321
2315,489324
2316,489327
2317,489329
2318,489330
2319,489332
2320,489335
2321,489338
2322,489340
2323,489344
2324,491204
2325,491206
2326,491208
2327,491212
2328,491214
2329,491215
2330,491217
2331,491220
2332,491222
2333,491226
2334,491231
2335,491233
2336,491237
2337,491239
2338,491240
2339,491242
2340,491244
2341,491247
2342,491250
2343,491252
2344,491254
2345,491256
2346,491258
2347,491260
2348,491263
2349,491266
2350,491268
2351,491270
2352,492929
2353,492931
2354,492932
2355,492934
2356,492935
2357,492937
2358,492939
2359,492941
2360,492946
2361,492949
2362,492952
2363,492955
2364,492959
2365,492960
2366,492963
2367,492965
2368,492967
2369,492969
2370,492971
2371,492978
2372,492980
2373,492983
2374,492985
2375,492989
2376,492992
2377,492993
2378,492995
2379,492997
2380,493003
2381,493005
2382,493008
2383,491211
2384,493010
2385,493012
2386,493014
2387,493019
2388,493022
2389,493024
2390,493025
2391,494592
2392,494594
2393,494596
2394,494598
2395,494600
2396,494602
2397,494607
2398,494609
2399,494610
2400,494613
2401,494616
2402,494618
2403,494615
2404,494626
2405,494632
2406,494635
2407,494637
2408,494638
2409,494641
2410,494644
2411,494646
2412,494648
2413,494651
2414,496459
2415,496462
2416,496471
2417,496474
2418,496477
2419,496480
2420,496481
2421,496487
2422,496490
2423,496491
2424,496494
2425,496497
2426,496499
2427,496502
2428,496505
2429,496511
2430,496515
2431,496521
2432,496523
2433,496528
2434,496531
2435,496533
2436,496536
2437,496539
2438,496540
2439,496543
2440,498154
2441,498156
2442,498159
2443,498161
2444,498166
2445,498170
2446,498173
2447,498175
2448,498177
2449,498178
2450,498180
2451,498182
2452,498184
2453,498186
2454,498188
2455,498192
2456,498194
2457,498196
2458,498199
2459,498202
2460,498203
2461,498206
2462,498207
2463,498210
2464,498215
2465,498218
2466,498221
2467,498223
2468,498226
2469,498229
2470,498231
2471,498234
2472,498237
2473,498241
2474,498243
2475,498247
2476,498250
2477,499707
2478,499709
2479,499714
2480,499716
2481,499719
2482,499721
2483,499726
2484,499728
2485,499729
2486,499732
2487,499735
2488,499737
2489,499740
2490,499742
2491,501208
2492,501211
2493,501242
2494,501244
2495,501248
2496,501250
