tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
2008471,438624,True,Thu Oct 19 15:56:34 +0000 2017,"@AppleSupport Brilliant, your advice on the link worked a treat. Been up since 5am with my iPhone- it’s still 75% at 4:56pm. Result! Thanks for your help.",2008474,2008470
177863,157898,True,Sat Nov 25 21:39:54 +0000 2017,"@AppleSupport I can play them all on shuffle, but can't select individual songs",177865,177862
2295379,AppleSupport,False,Sun Nov 12 00:52:00 +0000 2017,"@666508 Great news. The issue was fixed in iOS 11.1.1. To update to the latest version of iOS, go to Settings &gt; General &gt; Software Update and tap Download and Install. We recommend having a current backup prior to updating. If you have any questions, just let us know.",,2295380
2834375,789009,True,Mon Nov 27 15:52:41 +0000 2017,"@AppleSupport yes , that is what i did",2834376,2834374
1499950,468232,True,Fri Nov 03 16:26:57 +0000 2017,@AppleSupport Again highest complaint level in the Uk please,,1499949
1637141,500713,True,Sun Nov 05 18:59:00 +0000 2017,@AppleSupport I’ve done that just anticipating the bug fix update...thanks though,1637140,1637142
2186241,640249,True,Thu Nov 09 18:31:01 +0000 2017,@AppleSupport Seems to die sooner than I think it should. Occasionally drains to 0 in minutes for no reason,,2186240
242498,AppleSupport,False,Tue Oct 03 19:22:32 +0000 2017,@173604 We certainly don't want that happening. Does the issue persist after a restart? Here's how to do that: https://t.co/OWRDHWSt4h,242499,242500
1627574,498297,True,Sun Nov 05 03:59:53 +0000 2017,@AppleSupport my iPhone 7 is slow and freezes ever since updating to 11.1. Other people are experiencing the same issue as me.,1627573,
1408412,AppleSupport,False,Wed Nov 01 22:37:48 +0000 2017,"@218378 If you're currently running an iOS beta, you would receive notifications as additional beta updates become available.","1408413,1408414",1408415
1068854,372233,True,Mon Oct 23 20:26:24 +0000 2017,@AppleSupport Both,1068855,1068853
2642266,AppleSupport,False,Tue Oct 31 01:58:00 +0000 2017,@745606 Let's figure this out. Is this happening in a specific app? Which iOS version are you running in Settings &gt; General &gt; About?,2642267,2642268
300117,185492,True,Fri Oct 06 14:34:06 +0000 2017,@AppleSupport @187567 Same for me too,,300116
2697222,689760,True,Sun Nov 19 19:07:32 +0000 2017,@AppleSupport yes any - houses and public places. i went to EE and they did a reset of my WiFi settings but it didn’t help,2697221,2697223
249298,AppleSupport,False,Sat Nov 25 02:32:31 +0000 2017,@175228 We want to help with your battery concerns. Which iPhone are you using? Are you running our latest iOS version 11.1.2? You can check in Settings &gt; General &gt; About.,249296,249299
1634048,499895,True,Mon Nov 06 04:30:55 +0000 2017,@AppleSupport iPhone 8 plus with iOS 11.1,1634050,1634047
489600,235821,True,Fri Dec 01 19:44:29 +0000 2017,@223536 @115858 @AppleSupport I've lost Bluetooth,505172,489594
754195,300267,True,Wed Oct 11 12:55:17 +0000 2017,@AppleSupport In iOS 11 where is the 3D Touch gesture where you firmly press the left side of the screen to enter multitasking??,754194,
1710052,AppleSupport,False,Tue Nov 07 01:16:01 +0000 2017,@518104 We'd like to help. Send us a DM and we'll continue there. https://t.co/GDrqU22YpT,,1710053
1680853,447117,True,Mon Nov 06 16:23:03 +0000 2017,"@AppleSupport It doesn’t happen when I type.... just when I see i’s on my screen that I didn’t type (tweets, insta captions)",,1680852
1433751,AppleSupport,False,Thu Nov 02 18:05:00 +0000 2017,@452896 Go ahead and DM us some more details about what you're seeing and we'll continue working there. https://t.co/GDrqU22YpT,,1433750
1680773,223860,True,Mon Nov 06 14:30:44 +0000 2017,@511061 @AppleSupport Apparently there is a new emoji resembling the letter I so they best fix it up,"1680774,1680772",1680775
6897,724204,True,Mon Oct 30 12:44:58 +0000 2017,@AppleSupport Updated my iPhone with the new software and now major issues with all apps crashing - especially mail and podcasts.,2548646,6658
271601,180814,True,Fri Oct 06 01:35:36 +0000 2017,"@AppleSupport IOS 11 is draining out my IPhone 7 battery! Are you doing something about it?
Too many malfunctions!",271600,
1568834,597212,True,Sat Nov 04 20:21:05 +0000 2017,@171871 @115858 @AppleSupport @116333 Same experience on my 6s Plus. I can watch the battery percentage drop whilst using Safari.,2019554,1568833
1536984,12504,True,Fri Nov 03 20:36:50 +0000 2017,"@AppleSupport Hi! Just finished migrating to my new iPhone Ⅹ, and Messages appears to crash every time I try to open it. Any suggestions?","1536987,1536988,1536982,1536989,1536990,1536991",
1412758,449342,True,Mon Oct 16 17:26:16 +0000 2017,@314421 @AppleSupport The new update wrecked my battery life too. I was at 10% by 2 pm yesterday after an overnight charge!,"1417040,1417039",1412757
1936254,AppleSupport,False,Fri Oct 27 21:49:30 +0000 2017,@576057 We'd love to look into any issues that you're having with your iPhone. Please click here to join us in DM: https://t.co/GDrqU22YpT,,1936255
2641749,AppleSupport,False,Tue Oct 31 01:20:26 +0000 2017,"@152728 Awesome! If you have any other questions, feel free to reach back out. https://t.co/GDrqU22YpT",,2641750
1579752,AppleSupport,False,Sat Nov 04 19:23:57 +0000 2017,@486427 We're here for you! Let's continue by DM and we'll see how we can help: https://t.co/GDrqU22YpT,,1579753
2444197,AppleSupport,False,Wed Nov 15 00:14:00 +0000 2017,@700837 We're here for you. The way Wi-Fi and Bluetooth are controlled was changed in iOS 11. You can read more here: https://t.co/G7BHuQnDS6,,2444198
2147757,AppleSupport,False,Wed Nov 08 21:11:00 +0000 2017,@631297 Glad you reached out. This does appear to be a phishing attempt. Here's how to verify and report: https://t.co/sayPykspsk,,2147758
1575089,AppleSupport,False,Sat Nov 04 14:49:36 +0000 2017,@485381 We are here to help. Let's try the steps listed in this article. https://t.co/xU1AGHStV6.,,1575090
2924664,AppleSupport,False,Wed Nov 29 03:06:00 +0000 2017,@542881 We'd love to help with your text problem! Which version of iOS 11 have you updated to?,2924665,2924666
2676895,AppleSupport,False,Tue Oct 31 15:21:43 +0000 2017,"@753404 OK, good to know. Which watchOS and iOS versions do you currently have? Tell us via DM. https://t.co/GDrqU22YpT",,2676893
2286906,AppleSupport,False,Sun Nov 12 01:53:25 +0000 2017,@664471 Do you hear anything when you put the call on speaker?,2286907,2286908
1040191,AppleSupport,False,Sat Oct 14 19:24:28 +0000 2017,"@366095 Does restarting the device improve the behavior? If not, please reach out to us in DM and we can go from there together. https://t.co/GDrqU22YpT",,1040189
1640281,501486,True,Mon Nov 06 00:49:21 +0000 2017,@AppleSupport Just DM You Guys.,1640283,1640280
1981329,AppleSupport,False,Thu Nov 02 16:52:00 +0000 2017,@586487 We can help. Which version of iOS are you on? You can find that in Settings &gt; General &gt; About. Reply in DM. https://t.co/GDrqU22YpT,,1981330
2405034,AppleSupport,False,Tue Nov 14 17:53:32 +0000 2017,"@458607 Thanks for reaching out. To answer your question, yes, the Series 3 will charge wirelessly, as long as that charger supports and/or is made for Apple devices. Let us know if you have additional questions.",2405035,2405032
723693,293303,True,Wed Oct 11 02:16:42 +0000 2017,Hey @AppleSupport AirPlay is still not working w ios11.0.2  please fix this bug! Both iPad and Apple TV have new ios,723692,
1185048,AppleSupport,False,Tue Oct 24 23:21:26 +0000 2017,"@139371 Does the issue persist after a restart? If so, meet us in DM and we'll continue from there. https://t.co/GDrqU22YpT",1185049,1185046
2297355,AppleSupport,False,Sun Nov 12 13:28:28 +0000 2017,"@666933 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",,2297356
1937213,AppleSupport,False,Sat Oct 28 00:18:00 +0000 2017,@576314 We'd like to help with your microphone and Wi-Fi. Please send us a DM with which version of iOS 11 you've updated to. https://t.co/GDrqU22YpT,,1937214
2298306,667152,True,Sun Nov 12 05:42:08 +0000 2017,Battery is Draining  🔋 Really Fast after upgrading to ios 11.1 please Fix ASAP ☹️ @115858 @AppleSupport,2298305,
385668,AppleSupport,False,Mon Oct 09 12:29:00 +0000 2017,@207295 That should not be happening. We want to help. Tell us a bit more about what's happening via DM. https://t.co/GDrqU22YpT,,385669
559193,250683,True,Sat Dec 02 23:02:03 +0000 2017,@AppleSupport @250682 These are strong words for an Apple fan!! Hope you resolve this quickly!,559196,559192
1875769,559967,True,Sun Oct 22 03:03:00 +0000 2017,@AppleSupport my WiFi has sucked since I updated to iOS11. How do I resort back to 10?,1875766,
2519340,717627,True,Thu Nov 16 01:27:51 +0000 2017,"@AppleSupport Random freezing, calls not coming through, can’t access my high resolution images or videos even when I enable to, the glitch of the words “I” and “it”",2519342,2519339
697565,AppleSupport,False,Fri Oct 06 00:22:51 +0000 2017,@286425 Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT,,697563
50879,AppleSupport,False,Wed Nov 01 17:44:31 +0000 2017,@127423 Let's take a look at this for you. Reach out to us in DM.,,50880
1540664,477476,True,Fri Nov 03 22:08:41 +0000 2017,"I am experiencing an error with my phone where it displays this ? whenever I type the letter "" I "" @AppleSupport https://t.co/HQBkcSUr1E","1540665,1540662",
1747981,526925,True,Tue Nov 07 16:30:58 +0000 2017,@AppleSupport No,,1747980
1745960,AppleSupport,False,Wed Nov 08 22:58:00 +0000 2017,@423525 Can you tell us whether the hue was discolored when in Safe Mode?,,1745959
1615479,495470,True,Sun Nov 05 02:07:52 +0000 2017,@495469 @AppleSupport Yeah I️ fucking hate It,"1615478,1615480",1615481
2285605,664167,True,Sat Nov 11 11:06:35 +0000 2017,@115858 @AppleSupport There are many problems on my MacBook Pro. Customer service unable to help. What should I do ? 😑😑😑,2285603,
505091,AppleSupport,False,Fri Dec 01 21:04:25 +0000 2017,"@204296 Thanks for reaching out. We want you to be able to take advantage of the latest features and improvements in macOS High Sierra, and you have our commitment to assist! Did you remove the first installer that's was downloaded, before trying a second time?",505092,505093
722960,293106,True,Fri Oct 06 13:11:54 +0000 2017,@AppleSupport I’ve updated to 11.0.2 but some photos in the Photos app are still hidden 😩,722959,
1982675,AppleSupport,False,Wed Nov 01 20:54:31 +0000 2017,@586872 We'll be happy to assist as best we can. What version of iOS are you currently running? DM us and we'll continue there. https://t.co/GDrqU22YpT,,1982676
1487448,465467,True,Mon Oct 16 21:43:54 +0000 2017,@AppleSupport Ayuda. https://t.co/LRwyOoGfl4,1487447,
123700,143656,True,Thu Nov 23 16:26:53 +0000 2017,@AppleSupport my Apple Music isn’t working every time I try to open the app it turns to a black screen,123699,
1219415,AppleSupport,False,Mon Oct 16 00:14:00 +0000 2017,"@406097 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt","1219416,1219417",1219418
1470824,AppleSupport,False,Thu Nov 02 23:11:54 +0000 2017,"@461401  Just to make sure we understand, is your iPad frozen? If so, is it stuck on the Apple logo or on the main screen with your icons?",1470823,1452954
2978781,821536,True,Fri Nov 17 17:36:51 +0000 2017,"@AppleSupport my phone seems to get more and More messed up. Not only is address book synch a drama, now text even getting worse than it was... https://t.co/8IOSl27SUm",2978780,
2302305,AppleSupport,False,Sun Nov 12 18:34:26 +0000 2017,"@668121 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6 For further help on Messages, please DM us: https://t.co/GDrqU22YpT",,2302306
48024,126738,True,Tue Oct 31 18:35:40 +0000 2017,"@AppleSupport im talking about battery life in ios 11 battery so bad every update is fix alot of problemes but still the biggest problem ""battery""",48022,48025
2361769,AppleSupport,False,Mon Nov 13 21:01:25 +0000 2017,"@681967 That doesn’t sound like a very smooth experience with FaceTime, so we want to help.  Does this persist on multiple internet locations?",2361770,2361771
1067837,371986,True,Mon Oct 23 14:16:12 +0000 2017,@AppleSupport 11.0.3 but my alarms still don’t make a noise unless my ringer is turned on - I used to be able to leave my phone on silent but still set an alarm. Any ideas?,1067835,
716621,AppleSupport,False,Wed Oct 11 00:17:00 +0000 2017,"@213387 If it's happening in multiple browsers and only one site then it would be something to do with that site, not the browsers likely.",,716622
539950,AppleSupport,False,Sat Dec 02 21:38:26 +0000 2017,"@245230 Thanks for trying. For the expert help with Photos, we'll need to refer you here:  https://t.co/IBIY3vMgPj",,539948
1535582,AppleSupport,False,Tue Oct 17 02:38:00 +0000 2017,"@476146 We'd like to help. If restarting this does not resolve it, send us a DM. https://t.co/GDrqU22YpT",1535583,1535584
1679218,AppleSupport,False,Mon Nov 06 15:37:02 +0000 2017,@379532 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,1679219
688916,284602,True,Thu Oct 05 20:02:32 +0000 2017,So flashing white folder of hard drive death got my brothers Mac..should really find a patch for that..🤔 your move @AppleSupport,688915,
569244,253573,True,Sun Dec 03 03:46:18 +0000 2017,"@AppleSupport Thanks, but I couldn’t see specific sellers listed under this whoever are sellers in Flipkart, whereas @118702 is listed as authorized online partner. Isn’t this confusing?? 😳 @115858 is it that tough to find out an authorized online partner to buy an iPhone in India??",,569243
915163,AppleSupport,False,Fri Oct 13 20:28:25 +0000 2017,@337305 We'd be happy to look into this with you. Have you restarted your device since updating the iOS?,915164,915165
2360346,681639,True,Mon Nov 13 23:08:29 +0000 2017,@AppleSupport I’m not sure but it also happens when I open Snapchat or Twitter,2360347,2360345
793412,AppleSupport,False,Thu Oct 12 13:34:32 +0000 2017,@309178 Please send us a DM and let us know the country you're in. https://t.co/GDrqU22YpT,,793413
240539,173133,True,Fri Oct 06 22:44:31 +0000 2017,@AppleSupport problem solved after i installed 11.0.2  no idea if the two are related.  thanks,240540,240538
2741928,768073,True,Mon Nov 20 18:47:06 +0000 2017,@AppleSupport It happens with WiFi on and off,2741929,2741927
2838644,AppleSupport,False,Mon Nov 27 17:56:29 +0000 2017,@790004 We'd like to investigate further with you. Send us a DM and we can troubleshoot more from there. https://t.co/GDrqU22YpT,,2838643
2622697,AppleSupport,False,Fri Nov 17 16:29:30 +0000 2017,@740951 We certainly understand the importance of getting that back up and running quickly! You can find the steps to fix that issue here: https://t.co/D7AZk8szDr,,2622698
237504,172551,True,Wed Oct 04 14:03:04 +0000 2017,"@AppleSupport after updating to the new macOs, started to crash at startup, yesterday I started the mac and started infinitely",237506,237503
663906,154042,True,Thu Nov 23 04:03:34 +0000 2017,"@AppleSupport Nope. Didn’t work. Computer completely froze while trying to log into Google Drive, opening InDesign and I have Safari open. Fans running loud. UI plain froze.",663907,663904
862757,324862,True,Fri Oct 13 18:02:38 +0000 2017,"@AppleSupport Actually I’m not turning on neither the WiFi nor the Bluetooth, they just appear turned on automatically after a while.","862758,862759",862756
1555579,481038,True,Sat Nov 04 01:47:19 +0000 2017,Fucking FIX THIS SHIT @AppleSupport  please? https://t.co/k96uSKhAj6,1555578,
1734998,AppleSupport,False,Tue Nov 07 13:55:31 +0000 2017,@523915 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,1734999
2689502,756149,True,Sun Nov 19 15:42:56 +0000 2017,"@AppleSupport iPhone 7 
iOS 11.1.2 
I scroll up from the bottom of the screen and click the WiFi icon",2689504,2689501
2317248,AppleSupport,False,Fri Nov 10 20:55:33 +0000 2017,"@671849 We'd like you to check out the details on our batteries here: https://t.co/cKKGWSxTRk
The battery is designed to fast charge, even with the 5W adapter, up to 80%.",2317249,2317250
258921,AppleSupport,False,Thu Oct 05 22:27:00 +0000 2017,@177559 Got it. Let us know which iPhone and the exact version of iOS you're using via DM. We'll go from there. https://t.co/GDrqU22YpT,258922,258919
2987663,823779,True,Wed Nov 22 03:24:02 +0000 2017,What the fuck @AppleSupport  my phone keeps hanging up calls and showing “call failure” 🤬😡,2987662,
8298,AppleSupport,False,Sun Nov 05 23:11:28 +0000 2017,@117455 Are you seeing issues across all apps or are you noticing lag when performing specific tasks? Let us know in DM. https://t.co/GDrqU22YpT,,8299
712505,AppleSupport,False,Tue Oct 10 22:25:01 +0000 2017,@290395 Lets look into this together. Please send us a DM and we will go from there. https://t.co/GDrqU22YpT,,712506
1640778,AppleSupport,False,Sun Nov 05 23:53:00 +0000 2017,@501612 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,1640779
1703841,AppleSupport,False,Mon Nov 06 22:14:28 +0000 2017,@516502 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,1703842
1590528,489018,True,Sat Nov 04 20:26:22 +0000 2017,How do I close this (small) window on the #iphonex @AppleSupport https://t.co/Oyikw9jfeB,1590527,
2321445,AppleSupport,False,Mon Nov 13 13:59:07 +0000 2017,@672722 We want to make sure all features of your iPhone are working great. Please DM us the iOS version installed and we'll be happy to take a closer look into this with you. https://t.co/GDrqU22YpT,,2321446
1350608,AppleSupport,False,Fri Oct 27 17:58:00 +0000 2017,@232922 We want you to be able to send videos to her as expected. Which device and OS are you using to send them? Any errors?,1350609,1350610
257203,177173,True,Thu Oct 05 19:42:47 +0000 2017,"@AppleSupport @115858 @AppleSupport I thought this was a bug but you're suggesting keeping wifi on is a feature? You know how long the iPhone lasts, right?",,257202
1786364,536696,True,Wed Oct 11 15:01:39 +0000 2017,"@AppleSupport Sent phone for repair. Apple lost it on Oct 2. I call Customer Relations every day, no resolution. How do I get this resolved?",1786363,
2081491,339117,True,Mon Oct 09 23:30:38 +0000 2017,@AppleSupport just watched my battery go from 60 to 8 percent in 7 minutes.  In low power mode.,2081490,
2125136,AppleSupport,False,Wed Nov 08 19:22:31 +0000 2017,@625845 Thanks. Let's try all the steps that we offer on our helpful article and see if the issue persists: https://t.co/bivpdfBNJ6,2125137,2125134
2281750,663237,True,Sat Nov 11 12:22:58 +0000 2017,Come on @AppleSupport spend some of the hidden money on sorting out iTunes on a Mac &amp; how it syncs with an iPod it doesn’t just work anymore,2281749,
1597318,AppleSupport,False,Sat Nov 04 22:38:00 +0000 2017,@490687 We offer support via Twitter in English. Contact an Advisor for help in your preferred language here: https://t.co/IBIY3vMgPj,,1597319
1379602,AppleSupport,False,Mon Oct 16 15:42:20 +0000 2017,@441160 We're here to help. Can you give us some details about what you're experiencing?,1379603,1353941
1243740,391754,True,Mon Oct 16 02:44:25 +0000 2017,"@AppleSupport It shows there is new message on icon, but clicking app doesn’t show the message. I need to quit and restart the app.",1243739,1243741
2092660,AppleSupport,False,Sat Nov 04 03:17:24 +0000 2017,@618401 We'd love to learn more about your experience with us. Send us a DM. https://t.co/GDrqU22YpT,,2092661
557736,250261,True,Sat Dec 02 21:09:48 +0000 2017,"Hey @AppleSupport I updated to 11.2, but no Apple Pay cash. What do I do next?",557735,
718061,AppleSupport,False,Fri Oct 06 13:48:54 +0000 2017,@291943 What issue are you having with your device? Have you done any recent updates? Let us know what's going on.,,718062
967803,AppleSupport,False,Sun Oct 22 00:35:00 +0000 2017,@349722 We want to help. DM us the country you're located in and we'll go from there. https://t.co/GDrqU22YpT,,967804
793716,AppleSupport,False,Sun Oct 08 03:18:00 +0000 2017,@309267 We'd like to help find the best solution. What iOS version are you on? Let us know via DM. https://t.co/GDrqU22YpT,,793717
807889,AppleSupport,False,Sun Oct 08 14:27:30 +0000 2017,@312514 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.,,807890
1204182,402879,True,Wed Oct 25 09:46:16 +0000 2017,.@AppleSupport hi - sent our broken  iPad off to be repaired/replaced nearly 2 weeks ago and no news. How do I chase this up? Thanks.,1204180,
2177349,AppleSupport,False,Thu Nov 09 15:36:10 +0000 2017,"@638193 We’ve got your back. We’ll work together to get those keys working as they should. Can you start by confirming how the keys function now? 

Have you had a chance to check if they're set to respond as standard function keys? https://t.co/9d00fTjiXW",,2177350
1634059,AppleSupport,False,Sun Nov 05 20:38:00 +0000 2017,@499899 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9,,1634060
2277324,662273,True,Sat Nov 11 14:11:34 +0000 2017,Fix this shit now ! #angryiphoneuser @115858 @AppleSupport https://t.co/hEwqOIBrd8,2277322,
553642,AppleSupport,False,Sun Dec 03 03:40:29 +0000 2017,"@249140 To confirm, it sounds like your issue is resolved? If not, please DM us and we'll continue there.",553643,553640
795846,309756,True,Thu Oct 12 20:30:53 +0000 2017,@AppleSupport I contacted applecare today 100320874336 with my woes. Completely ruining my life atm. No probs with my older macbook from 2007,795848,795845
356151,200565,True,Sun Oct 08 06:19:06 +0000 2017,@AppleSupport where are you supposed to cancel your apple developer membership? Autorenew is enabled and I don't want it anymore.,"356152,356150",356153
849897,321941,True,Fri Oct 20 13:23:08 +0000 2017,@AppleSupport hey are u sure the DJI spark fly more combo u sell doesn't come with a remote?,849894,
2286922,AppleSupport,False,Sun Nov 12 01:52:52 +0000 2017,@664474 Photos help tell the story of our lives. We have a team of experts who will be the best source of help. Please reach out to them here: https://t.co/IBIY3vMgPj,,2286923
1795179,AppleSupport,False,Thu Oct 12 13:20:24 +0000 2017,"@539444 That's a connection we want you to have. If you attempt to connect manually, what happens? You can send us a DM. https://t.co/GDrqU22YpT",,1795180
675389,281076,True,Thu Oct 05 14:32:52 +0000 2017,@AppleSupport any way to check the overall battery health of my iPhone 5s?,675388,
1786317,AppleSupport,False,Wed Oct 11 15:50:36 +0000 2017,@536679 Let's team up to figure out what's happening. DM us with what type of iPhone you're using and we'll go from there. https://t.co/GDrqU22YpT,,1786318
1287646,AppleSupport,False,Thu Oct 26 19:26:35 +0000 2017,@421176 We'd like to help. Which version of iOS 11 are you running? Reply in DM and we'll go from there. https://t.co/GDrqU22YpT,,1287647
515855,238861,True,Sat Dec 02 00:28:36 +0000 2017,"iPhone q. How come when I toggle off WiFi, it just automatically comes back on to continue terrorizing me w password requests? @AppleSupport","515853,515857",
795238,AppleSupport,False,Thu Oct 12 14:25:30 +0000 2017,@309597 Thanks for reaching out to let us know. Send us a DM so we can look into your options with you. https://t.co/GDrqU22YpT,,795239
654386,AppleSupport,False,Wed Nov 22 22:57:31 +0000 2017,"@275666 You're most welcome! If you ever need any help, please let us know. Have a great day!",,654384
2062780,AppleSupport,False,Fri Oct 06 15:38:32 +0000 2017,@610060 We're here to help. What sort of reset did you do? Let us know in DM and we can team up to get these things sorted out. https://t.co/GDrqU22YpT,,2062781
1765851,531061,True,Tue Nov 07 20:56:25 +0000 2017,#iOS111 crazy thing - my iPhone 7 became slower and sluggish after the update @AppleSupport https://t.co/c97p2u0fvT,1765849,
2321854,AppleSupport,False,Mon Nov 13 00:57:00 +0000 2017,@672821 What issues are you experiencing with Assistive Touch? We want all of your features to work as expected.,2321853,2321855
2261741,658495,True,Thu Oct 19 17:45:57 +0000 2017,@AppleSupport These new IOS updates are shit! Since I updated my phone keeps crashing and freezing!,2261740,
695330,AppleSupport,False,Thu Nov 23 15:44:55 +0000 2017,"@285840 We want to be sure you get the help you need. We can definitely point you in the right direction.
You can reach out to our Apple Pay specialists directly here:  https://t.co/IBIY3vMgPj",,695331
839881,319814,True,Fri Oct 13 02:14:46 +0000 2017,@AppleSupport AirPod problem. Left one loses its charge fast. No problem with right one. Recharging dock only works when plugged in.,839880,
1673565,509253,True,Mon Nov 06 15:06:48 +0000 2017,@AppleSupport,1673564,1673566
808850,AppleSupport,False,Sun Oct 08 14:59:00 +0000 2017,@312732 Let's work together to get this resolved. Are you updating over Wi-Fi or through iTunes on your computer?,,808851
1892716,AppleSupport,False,Mon Oct 23 00:28:29 +0000 2017,"@564346 We know how important it is to have a functional battery on your iPhone. Let's take a look in DM, and work towards a resolution. https://t.co/GDrqU22YpT",,1892717
462057,224809,True,Fri Dec 01 03:14:52 +0000 2017,"@AppleSupport Messages app and only sporadically don’t receive. Frustrating when I don’t know it’s happening and have missed plans. Runing on iOS 11.1.1. Have restarted, turned it on and off and Verizon says no issue. Other friends also having problem",462059,462056
254092,AppleSupport,False,Thu Oct 05 18:55:32 +0000 2017,@176398 Got it. Let's look further into this in DM here: https://t.co/GDrqU2kzhr,,254090
1752044,527846,True,Tue Oct 17 21:06:36 +0000 2017,"@AppleSupport can you explain to me why I must enter my social security number to verify my account. I own a iPad, not a Rolex. https://t.co/hDadTAfScb","1752042,1752046",
720689,AppleSupport,False,Fri Oct 06 14:48:00 +0000 2017,"@292489 We want to help. With iOS 11, you can turn off Wi-Fi and Bluetooth in Settings. More information is here: https://t.co/vzVz37YMv0",,720690
866243,AppleSupport,False,Fri Oct 20 17:53:00 +0000 2017,@325683 Can you please clarify the issue that you are having? That way we can better assist you. Thanks.,,866244
950972,345567,True,Sat Oct 21 17:58:19 +0000 2017,"@AppleSupport besitze ein iphone 6 was kein netz mehr findet, oben links steht durchgehend suchen, fing mit aussetzern an. woran liegts?",950971,
1913072,569849,True,Sat Nov 25 09:32:06 +0000 2017,"@AppleSupport my phone is discharging battery as normal but indicator is staying at 100%. What can I do to rectify?  I’ve reset my phone, and there is no change #appleproblems",1913070,
286226,184192,True,Fri Oct 06 21:07:41 +0000 2017,@AppleSupport I got it!!!!! Thanks so Mach,286230,286225
41554,125135,True,Wed Nov 01 15:12:48 +0000 2017,@AppleSupport I  put it in recovery mode and reset it but it just asked me for the password again. When I tried to reset it a second time,41553,41555
2814596,AppleSupport,False,Mon Nov 27 02:32:24 +0000 2017,@784699 You're in the right place for help! Select the following link to join us in a DM and let us know if you've had the chance to add a valid form of payment to see what happens. https://t.co/GDrqU22YpT,2814597,2814598
