text,weak_intent,human_intent,human_escalate,human_reason,review_type,note
"@AppleSupport Gary,Sr.rep from userID support was supposed to call at 3:30 EST. Please call me! If my ID is not in recovery, where is it???",howto_guidance,howto_guidance,1,human_request,rulebook-assisted,
"Hey @AppleSupport - I am prompted to sign in to set up this new watch, and this is the dialog returned back. Huh?? Confused by this... https://t.co/BurREzgZTw",apple_id_icloud,apple_id_icloud,0,none,rulebook-assisted,
"@AppleSupport High Sierra, latests 15 inch MacBook pro (MacBook Pro (15-inch, 2017)).
Crash below keeps happening within 10 seconds of starting Safari. https://t.co/7YLMco4age",hardware_device,software_update,0,none,rulebook-assisted;FLIP-intent,
@AppleSupport @258323 Any way to stop you advertising?,other_out_of_scope,other_out_of_scope,0,none,manual-60,
@applesupport how can i fix this problem ? please reply https://t.co/XLYlobPI2m,howto_guidance,other_out_of_scope,1,unresolvable,manual-60,"'this problem'+dead link, no detail"
@AppleSupport I did that. It just keeps turning itself back on whenever it chooses.,other_out_of_scope,other_out_of_scope,0,none,rulebook-assisted,
"iPhone X has a clicking noise on right side of phone 

@115858 @AppleSupport help",other_out_of_scope,other_out_of_scope,0,none,rulebook-assisted,
@AppleSupport I hit up your DMs,support_access_followup,support_access_followup,0,none,rulebook-assisted,
"@AppleSupport Yes. Even after repairing devices. It happens intermittently, just an hour ago it was going on and off every 10 seconds. The only device without an issue is Apple Watch.",connectivity,connectivity,0,none,manual-60,heuristic legal_safety FP; intermittent BT follow-up
"@AppleSupport Just noticed, my iTunes backup size grew from 10GB to 50GB while iCloud backup is still 6GB with my new phone. Does iTunes save photos from the phone in high resolution even with iCloud Photo Library enabled? Here it says it doesn’t. https://t.co/iZ6wglsK3O",setup_transfer_restore,setup_transfer_restore,0,none,rulebook-assisted,
@AppleSupport for some reason my Apple account has been disabled. I cant figure out why and how to get help with this. Can you help me please with how I can get this corrected. https://t.co/lVqsNHt3Nq,apple_id_icloud,apple_id_icloud,0,none,rulebook-assisted,
"@AppleSupport @115858 #iMessages became unstable, iMessages just don’t go through in first attempt. And it’s happening frequently after recent update 11.0.2",apps_media,apps_media,0,none,rulebook-assisted,
@AppleSupport what’s up my phones battery the last up date was not good,battery_power,battery_power,0,none,rulebook-assisted,
#iOS11 is draining battery. #iphone5s @115858 @AppleSupport,battery_power,battery_power,0,none,rulebook-assisted,
@AppleSupport want to send a commendation to the employee who helped me at the genius bar yesterday. How do I do that?,purchase_billing_service,support_access_followup,0,none,manual-60,praise/commendation closure
Imessages no longer work since ios 11.1.1! When will services return to normal? @115858 @AppleSupport https://t.co/pCn2TGMVVE,apps_media,apps_media,0,none,manual-60,
"@249094 @360878 @AppleSupport Daniel, I feel your pain. Is it your workout data that is not making it across? If so, I might be able to help. Learned a lot from my headache move to a new iPhone.",setup_transfer_restore,other_out_of_scope,0,none,manual-60,"peer-to-peer help, not customer-to-brand request"
COOL MY @115858 WATCH QUIT WORKING AFTER A WEEK. AWESOME. @AppleSupport,other_out_of_scope,hardware_device,1,complaint_review,manual-60,Watch dead after week + sarcasm caps
"@AppleSupport my phone randomly restarted today and it deleted all of my music and none of my Apple Music will load, what do I do?",apps_media,apps_media,1,account_security,manual-60,
@AppleSupport At home my iphone does not connect to Wifi incorrect password. When I restart the phone it connects. problem since ios11 updat,apple_id_icloud,apple_id_icloud,0,none,rulebook-assisted,
Hey @AppleSupport my phone alarm didn’t make a sound for a full hour why are you trying to ruin my life,other_out_of_scope,other_out_of_scope,0,none,rulebook-assisted,
Hey @AppleSupport wanna tell me why my perfectly good iPhone 6 started bugging when the new iPhone and iOS came out??? 🤔😤,setup_transfer_restore,setup_transfer_restore,0,none,rulebook-assisted,
What do you think? @AppleSupport #iPhone6s Battery broken and damaged screen by battery. Warranty? https://t.co/qOg52adUtf,purchase_billing_service,hardware_device,1,legal_safety,manual-60,swollen battery damaging screen = safety risk + warranty
@AppleSupport y’all need to fix Siri or the navigation or whatever .. This bitch just be taking to the wrong places,apps_media,apps_media,0,none,manual-60,
"@AppleSupport I use iCloud. Not all the contacts are missing. I can’t find them, but if they message me, their info will come up.",apple_id_icloud,apple_id_icloud,0,none,rulebook-assisted,
@AppleSupport Yes I did. From my iPhone 7. But this wasn’t an issue on it...,support_access_followup,support_access_followup,0,none,manual-60,heuristic legal_safety FP; vague follow-up -> clarify auto
Can i put downloaded music from my pc to my iphone @AppleSupport,other_out_of_scope,other_out_of_scope,0,none,rulebook-assisted,
@AppleSupport Only found 4 contacts on iCloud 😐,apple_id_icloud,apple_id_icloud,0,none,rulebook-assisted,
"@AppleSupport Like i’ll be watching youtube and every 5 minuets it freezes my phone and i have to turn lock the phone again, for it to take another 2 minuets for the lockscreen to work and let me on the phone. it’s never happened before so i don’t think it’s a problem with the phone. :|",hardware_device,hardware_device,0,none,rulebook-assisted,
@AppleSupport iOS 11 killed my battery,battery_power,battery_power,0,none,rulebook-assisted,
@AppleSupport my Apple Music is not working! Says I need to become a member even though I already am,apps_media,apps_media,0,none,rulebook-assisted,
"@AppleSupport #Iphone6 is extremely slow, irritating and #applewatch 2 does not show normal messages or whatsapp messages. No new iphone!",setup_transfer_restore,setup_transfer_restore,0,none,rulebook-assisted,
"@AppleSupport it says i’m up to date, it’s not giving me an option to update to 4.0.1.",software_update,software_update,0,none,rulebook-assisted,
So happy I spent $50 for my battery to almost catch fire @AppleSupport #almostburntdownmyhouse #icouldsmellburning #wasteofmoney https://t.co/nqo8PrCWYS,battery_power,hardware_device,1,legal_safety,rulebook-assisted;FLIP-intent,
"@AppleSupport guys how is it possible that #iOS11 has eaten ~12% of my batt capacity and the phone lasts 50% of what it used to? I’ve tried almost everything, I guess. iPhone 7 Plus.",software_update,software_update,0,none,rulebook-assisted,
Four videos are suddenly gone from my phone...would the automatic iCloud backing-up do that? Clear space by transferring them there?? That's the only thing that could make any sense. @AppleSupport,setup_transfer_restore,setup_transfer_restore,0,none,manual-60,
@AppleSupport Both &amp; swiping down but still not working. Tried resetting a few times too :(,support_access_followup,support_access_followup,0,none,rulebook-assisted,
"Hi @AppleSupport
Pls can you explain the 8-10% discrepancy with the steps recorded daily on my AppleWatch and those logged on AppleHealth app? (See pic for just 1 example)
This error is affecting my @4987 member benefits.
Thanks https://t.co/WpyrmSbm5v",support_access_followup,support_access_followup,0,none,rulebook-assisted,
"@116333 @AppleSupport  @115858 I sent an watch out for repair and it came back damaged due to medical reasons I cannot go without it please provide a reasonable solution, also I would just like to restate that  damaged my watch not me so it’s your responsibility to fix it.",purchase_billing_service,purchase_billing_service,0,none,rulebook-assisted,
"@AppleSupport 5 Times a day my phone says “no sim” &amp; I have to restart it to make it go away, do I need a new phone https://t.co/f48jvdz33b",setup_transfer_restore,connectivity,0,none,manual-60,"No SIM/carrier, not restore"
@AppleSupport I'v just got an iPhone x but there is a green line on the Screen I'm in Jordan where is the nearest Apple care from my country thanks 🙏,howto_guidance,howto_guidance,0,none,rulebook-assisted,
@AppleSupport why was I recharged for albums I already bought ?????,purchase_billing_service,purchase_billing_service,0,none,rulebook-assisted,
@AppleSupport hey I got an iphone8 and the os keeps making me enter my iTunes passcode and turn the phone off then back again to access apps,apps_media,apps_media,0,none,rulebook-assisted,
@AppleSupport Yes I can!,support_access_followup,support_access_followup,0,none,rulebook-assisted,
@AppleSupport It occurs randomly. All notifications from all apps are missing. Notification pull down and lock screen just disappears to a blank background as the above pics show.,hardware_device,hardware_device,0,none,rulebook-assisted,
my charger legit caught flame yesterday and burned my finger... @AppleSupport,support_access_followup,hardware_device,1,legal_safety,manual-60,CRITICAL: charger flame + burned finger; weak missed safety
@AppleSupport mail app is taking 1.1gb of storage. Have deleted the app as dont use it - but it wont go. How can i remove it?,howto_guidance,howto_guidance,1,account_security,rulebook-assisted,
Shock horror my iPod battery is failing to hold charge. Same old apple products... This is why I switched to having a Samsung phone..  @AppleSupport,battery_power,hardware_device,1,legal_safety,rulebook-assisted;FLIP-intent,
"@AppleSupport @115858 FIX THIS DAMN GLITCH 

It’s been 3 f*cking days 😡",other_out_of_scope,other_out_of_scope,1,complaint_review,manual-60,vague glitch + profanity 3 days -> escalate
"@AppleSupport can not access any of my photos? Won’t load from iCloud, just an exclamation mark appearing on every photo",apple_id_icloud,apple_id_icloud,0,none,manual-60,
"@AppleSupport Hi, any issue with Apple ID server ? Unable to login /setup Mac or Register APP.",apple_id_icloud,apple_id_icloud,0,none,manual-60,server login Q answerable; legal_safety FP
"@AppleSupport No, thank you. If it involves spending 2 hours at a Genius Bar and spending money on repair, I’ll pass. Thank you for your response.",purchase_billing_service,purchase_billing_service,0,none,rulebook-assisted,
Bittersweet about this update... nice features but my phone is super slow don’t even get whatsapp calls on time @AppleSupport https://t.co/unzPuEjSmA,software_update,software_update,0,none,rulebook-assisted,
Oh dear. @115858 #ios #iphone6 #update - #spinningwheelofdeath every 15 sec -1 min @AppleSupport when are you gonna fix this!? Or do I have to #revert to an older iOS?,software_update,software_update,0,none,rulebook-assisted,
@AppleSupport how do I resolve this issue that I’ve had since upgrading to watchOS 4? Notifications won’t load app icons https://t.co/EXgAJQB5cw,howto_guidance,howto_guidance,1,legal_safety,rulebook-assisted,
@AppleSupport Macbook pro late 2011 w/ an SSD and 16gb RAM.,hardware_device,support_access_followup,0,none,manual-60,"spec drop answering diagnostic, no issue stated"
@AppleSupport It happens randomly when we are FaceTiming eachother. We can be in the middle of the call and it randomly disconnects. Another strange thing is that we won’t be able to text eachother randomly sometimes. We know it’s not the WiFi because we can do other things and text other ppl.,connectivity,connectivity,0,none,manual-60,
"@AppleSupport Yes I try it and it doesn't help I connected my iPhone 8 plus to iTunes to restore and update 
Is it ok?  Cause after update my device stock on Apple logo and keep starting over and over",connectivity,connectivity,0,none,rulebook-assisted,
@AppleSupport my Apple Music app will not work what’s so ever. Wtf do I do???,apps_media,apps_media,0,none,rulebook-assisted,
"So I went and called @AppleSupport , the lady was very friendly and nice and she told me it had nothing to do with apple, they don’t handle sms messaging it was a problem with @115911 network",other_out_of_scope,other_out_of_scope,0,none,manual-60,
"@AppleSupport so I a, wondering Apple if this iOS 11.1.2. Has anything that fixes the severe battery drain on my iPad 4 I got last June? I see fixes for the X but nothing else. I mean iOS 11 11.0.1, 11.0.2, 11.0.3 and 11.1 were all junk so?",battery_power,battery_power,0,none,manual-60,
@AppleSupport you need to tackle the big battery drain problem in #ios1103 as a priority + lagging when writing on #iPhone6,battery_power,battery_power,0,none,rulebook-assisted,
"super A+ update, @AppleSupport! in the last 15 min since updating my phone has hard reset three times, multiple text messages have completely disappeared after receiving them, and people can't hear me when i make calls! really, just truly exceptional",software_update,software_update,0,none,rulebook-assisted,
@355121 @AppleSupport I want a home button. And i want to save 💰,hardware_device,other_out_of_scope,0,none,manual-60,home-button feature request/joke
"@135589 @AppleSupport @115858 Everyone with a Mac needs to set a root password NOW.
As a user with admin access, type the following command from the Terminal.

sudo passwd -u root

Enter your password then a new password for the root user.
Anyone got a better fix?
@157036 @805468 @15555",apple_id_icloud,apple_id_icloud,0,none,rulebook-assisted,
@AppleSupport The most recent iOS and a screenshot of what keeps happening.,hardware_device,support_access_followup,1,unresolvable,manual-60,version + dead screenshot link -> clarify/escalate
"What’s happening to this one, @AppleSupport? After updating to 11.1.2, this happened to @115948. Every song I want to stream. Need help! https://t.co/USZw992CSg",software_update,software_update,0,none,rulebook-assisted,
@AppleSupport I ordered an X @8197:01 pst/oct 27th.once I completed the order my status went from pick up at store nov 3 to Nov 24th.  Help?,purchase_billing_service,purchase_billing_service,0,none,rulebook-assisted,
What's the deal with connectivity issues associated with iOS 11.0.3 update? Maps won't work at all. @AppleSupport,connectivity,connectivity,1,legal_safety,rulebook-assisted,
@AppleSupport why is this text glitch happening with capital i’s since the latest update? Mostly on Intagram but I’ve seen it on FB too https://t.co/6FXxUtNFmt,software_update,software_update,0,none,rulebook-assisted,
"@AppleSupport iPhone 7 and iOS 11.0.3, the screen freezes a lot and I have to restart it but then it happens the next day or two",software_update,software_update,0,none,rulebook-assisted,
@AppleSupport why did an email to an icloud address just bounce? Outage?,apple_id_icloud,apple_id_icloud,0,none,rulebook-assisted,
"@AppleSupport My iTunes account shows that I have an existing credit, however purchases are still being charged to my card. How do I get it to use the credit?",howto_guidance,howto_guidance,0,none,rulebook-assisted,
"@AppleSupport I am using 10.3.3. This is what is happening whilst connected to 3G - has been happening a while now, regardless of which version I'm using https://t.co/RUuFjhfT8w",connectivity,connectivity,0,none,manual-60,
@AppleSupport okaaaay thanks apple,support_access_followup,support_access_followup,0,none,manual-60,
@AppleSupport I have an appointment tomorrow to fix my damaged phone at the Apple store but can’t delete iCloud off it. Screen doesn’t work.,purchase_billing_service,purchase_billing_service,0,none,rulebook-assisted,
I keep on getting this error when I try to login correct credentials on iTunes. Error message is not helpful! @AppleSupport https://t.co/fKU2sYgCKB,apps_media,apps_media,0,none,rulebook-assisted,
@AppleSupport My account was charged $25 4 times today ($100 total)!! Have no clue why!! Help!,apple_id_icloud,apple_id_icloud,0,none,rulebook-assisted,
@AppleSupport are you guys having problems with FaceTime because @120872 have told me it’s nothing to do with there network... only I am sick of seeing “reconnecting” please help,apps_media,apps_media,0,none,rulebook-assisted,
@AppleSupport battery life on iOS 11.1 sucks. Really really bad.,battery_power,battery_power,0,none,rulebook-assisted,
@AppleSupport It's keeps saying there is something wrong with my network. Yes I have restarted the device and used the Wi-Fi?,connectivity,connectivity,0,none,rulebook-assisted,
This new iPhone update drains my battery so dang bad. Like why? 🙄@AppleSupport,setup_transfer_restore,setup_transfer_restore,0,none,rulebook-assisted,
@AppleSupport How do I stop Messages from taking Live photos? It's disabled everywhere but Messages doesn't respect this. Please help!,howto_guidance,howto_guidance,0,none,manual-60,
@AppleSupport And this spotify is streaming and can control nor volume nor switching songs and even pause/play doesnt work it just starts playing 1/2,other_out_of_scope,other_out_of_scope,0,none,rulebook-assisted,
"Is anyone having maddening battery issues with their Apple Watch? Like, barely lasting through the day? @applesupport",battery_power,battery_power,1,legal_safety,rulebook-assisted,
@AppleSupport is there anyone around I could talk to re: Apple renew?,other_out_of_scope,purchase_billing_service,1,human_request,manual-60,talk-to + renew = billing + human
I think my MacBook got a virus or some shit.. is that possible?? @AppleSupport,hardware_device,hardware_device,0,none,rulebook-assisted,
@AppleSupport Absolutely fuming!!!! Since update my 7plus won't work correctly. Apps won't load then they crash. The touch won't work on screen. Have restored to factory settings but cannot uninstall latest software... GET IT SORTED!!!!!!!!!!!!!,setup_transfer_restore,setup_transfer_restore,1,complaint_review,rulebook-assisted;FLIP-esc,
My iPhone takes forever to charge but the battery dies within an hour or 2? @AppleSupport @115858,battery_power,battery_power,0,none,manual-60,
@AppleSupport I’ll call AppleCare tomorrow. Going in circles here.,purchase_billing_service,purchase_billing_service,0,none,rulebook-assisted,
@AppleSupport can you run a diagnostic check on my battery? Seems to be dying a lot quicker lately.,battery_power,battery_power,0,none,rulebook-assisted,
Anyone else having troubles with #iOS11.2 ? Phone turning itself off all day. Freezing. Apps not working. @115858 @AppleSupport New phone too,setup_transfer_restore,setup_transfer_restore,0,none,rulebook-assisted,
@AppleSupport my battery has been draining so fast with the IOS 11 update on the iphone 7 plus? help?,battery_power,battery_power,0,none,manual-60,
@115858 @AppleSupport what’s going on with this update?! My battery is draining so fast and my phone keeps freezing.,battery_power,battery_power,0,none,rulebook-assisted,
Dear @AppleSupport please add a “clear all” for “up next” in apple music,apps_media,apps_media,0,none,rulebook-assisted,
@697434 @AppleSupport Means ?,other_out_of_scope,other_out_of_scope,0,none,rulebook-assisted,
"@AppleSupport It was AT&amp;T issue. I kept restarting my phone, and that fixed it. Thanks, anyway.",support_access_followup,support_access_followup,0,none,manual-60,closure thanks; heuristic legal_safety was false positive
@AppleSupport how do I make an appointment for an Apple store?,purchase_billing_service,purchase_billing_service,0,none,manual-60,
@AppleSupport If only it was as simple as a router reset 🙁 No it seems to be all wifi networks,connectivity,connectivity,0,none,rulebook-assisted,
@AppleSupport I turned my iPad off and back on again and now they’re updating 😊,software_update,support_access_followup,0,none,manual-60,"solved-status update, not new update issue"
@AppleSupport dear god I️ want it to stop. How do I️ fix the glitch causing the “I️” to change?!?!,howto_guidance,howto_guidance,0,none,rulebook-assisted,
@115858 @AppleSupport does it make since to do two time restore in the last 3 days and no proper support from your team !!! Really disappointed.,setup_transfer_restore,setup_transfer_restore,1,complaint_review,manual-60,2 restores + disappointed -> complaint
"@AppleSupport Could do with some follow-up. Lots of radio, music and icloud music issues. See screens. I need to speak to a specialist on this.",apple_id_icloud,apple_id_icloud,1,legal_safety,rulebook-assisted,
@AppleSupport old playlist WITH ALL THE SONGS. They were all there because it had not synced with iCloud @115948 Library yet. I was able to make a,apple_id_icloud,apple_id_icloud,0,none,rulebook-assisted,
"@AppleSupport can we get some feedback on whats happening with ios 11.0.2? Bought an iPhone 7 yesterday, updated and battery life is abysmal",battery_power,battery_power,0,none,rulebook-assisted,
@AppleSupport It’s 11.0.1.,software_update,support_access_followup,0,none,manual-60,"short version answer to diagnostic, not new update issue"
@AppleSupport Where is the iCloud drive on an iPhone?,howto_guidance,howto_guidance,0,none,rulebook-assisted,
iOS 11 messed up my iMessage @AppleSupport. I tried to reset &amp; it's not working,apps_media,apps_media,0,none,rulebook-assisted,
@AppleSupport It only occurred with a special folder  in my Dropbox. When I opened it finder crashed. I replaced the folder and now it works again.,purchase_billing_service,purchase_billing_service,0,none,rulebook-assisted,
@AppleSupport I can’t change the wlan setting for my apps and its stuck on no WiFi so now I can’t use the apps on my new iPhone. -.-,setup_transfer_restore,setup_transfer_restore,0,none,rulebook-assisted,
@AppleSupport is this legit as I didn’t purchase this https://t.co/anzV6sLbkV,other_out_of_scope,other_out_of_scope,0,none,rulebook-assisted,
"@AppleSupport Yes, yes I am.",support_access_followup,support_access_followup,0,none,rulebook-assisted,
@AppleSupport I will try that and see if it works. And yes both devices are set to AirDrop to everyone.,connectivity,support_access_followup,0,none,manual-60,'I will try that...' follow-up
"Facebook app on iPhone SE running iOS 11. Is the app, the phone or the OS the issue here? @AppleSupport (that's the app crashing btw) https://t.co/cuw6DVT7I5",apps_media,apps_media,0,none,manual-60,FB crash; legal_safety FP
@444786 My colleague reported a warranty fault to @AppleSupport last week and he is picking up his Macbook tomorrow. Not 8 weeks later!,purchase_billing_service,purchase_billing_service,0,none,rulebook-assisted,
I purchased Reputation on iTunes but never received a boost code? Help @118721 @AppleSupport,apps_media,apps_media,0,none,rulebook-assisted,
@AppleSupport Other people are finding difficulties with Java on High Sierra. Something is not good here Apple. Mostly I’m angry and the unethical policy of choosing not to continue supporting your own software that I paid £750 for!! It’s unacceptable to say that to keep using will cost £199!!,purchase_billing_service,purchase_billing_service,1,complaint_review,manual-60,angry policy/cost complaint + Java compat
"@AppleSupport I appreciate the shitty fucking iOS updates that shits on the processors of any iPhone that’s not the iPhone X. Thanks, fam. This shit is awesome as fuck. I love when my phone constantly freezes and shuts my music and navigation off...",software_update,software_update,0,none,rulebook-assisted,
@115858 @AppleSupport Since using these plastic hooks to wrap up and store my charger it has started to break the wire. V.disappointed. https://t.co/EJxPkJPQX4,purchase_billing_service,hardware_device,0,none,manual-60,charger wire breaking = hardware
@115858 @AppleSupport Congrats. IOS 11.1 is making my iPhone 6 even more glitchy and prone to freezing than it was before. #WTF,software_update,software_update,0,none,rulebook-assisted,
@AppleSupport my iPhone X went on fire!!!,other_out_of_scope,hardware_device,1,legal_safety,rulebook-assisted;FLIP-intent,
@AppleSupport please check DM,support_access_followup,support_access_followup,0,none,rulebook-assisted,
@AppleSupport plz tell me where do i find the option again to stop that,howto_guidance,howto_guidance,0,none,rulebook-assisted,
@AppleSupport how can you charge over £20 for chargers that won’t last even a month. Put a warranty on them or change to universal chargers like androids. This is ridiculous,purchase_billing_service,purchase_billing_service,1,complaint_review,rulebook-assisted;FLIP-esc,
"@AppleSupport brand new iPhone 8 has switched off by itself when I was sleeping, even though it was on charge and now won't turn on. Any reasons as to why?",setup_transfer_restore,battery_power,0,none,manual-60,new iPhone8 won't turn on/charging = power
@AppleSupport 🤦🏽‍♀️ thank you!!,support_access_followup,support_access_followup,0,none,manual-60,
Hey @AppleSupport my iPhone 7 freezes 1-2 a day since I got 11.0.3 and that stinks,software_update,software_update,0,none,rulebook-assisted,
"@AppleSupport But my thing is, it shouldn’t be different. I live in Paris, there are WiFi spots everywhere and my phone doesn’t work right if WiFi is on. Most of those spots require additional login and I think I’m sending a message but I’m not because it’s not on cellular, it’s getting stuck",connectivity,connectivity,0,none,rulebook-assisted,
@AppleSupport is there a link that shows ALL 4K movies in the itunes library? Your banner link does not show every movie that is 4K.,apps_media,apps_media,0,none,rulebook-assisted,
"@115858 @AppleSupport pas kita klik, tsadiss tampilannya bener-bener web apple ID 🤪 kalo kita kurang teliti diinputlah itu user dan password,, selesai dah,,,!! https://t.co/c2iXSqztdP",apple_id_icloud,apple_id_icloud,0,none,rulebook-assisted,
@AppleSupport Yes. I want to be able to see the bottom of the list while compiling it so I can see what I've already added.,support_access_followup,support_access_followup,0,none,rulebook-assisted,
@AppleSupport This happened several days after the update. IPhone was connected to the computer and ios 11.0.3 was restored,connectivity,connectivity,0,none,rulebook-assisted,
@AppleSupport Ahhh finally thank you,support_access_followup,support_access_followup,0,none,rulebook-assisted,
"@AppleSupport After installing iOS 11 including 11.0.2, the phone wakes up in landscape orientation and does not rotate or auto-rotate come what may. It is only after multiple presses on home button or turning the phone randomly multiple times, it rotates to portrait screen...",hardware_device,hardware_device,0,none,rulebook-assisted,
@AppleSupport @209450 i shouldn’t have to replace a capital letter with a lowercase letter bc my stupid phone is recognizing it as an emoji? https://t.co/ckfSVyMps3,purchase_billing_service,purchase_billing_service,0,none,rulebook-assisted,
